,name,github_id,category,description,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
11,pinocchio,stack-of-tasks/pinocchio,libraries-frameworks,A fast and flexible implementation of Rigid Body Dynamics algorithms and their analytical derivatives.,https://github.com/stack-of-tasks/pinocchio,https://github.com/stack-of-tasks/pinocchio,BSD-2-Clause,2014-10-07 15:42:51,2026-03-19 17:43:06,2026-03-19 16:13:02,9978.0,41.0,473.0,66.0,1419.0,96.0,1085.0,3170.0,2026-01-05 14:02:59,3.9.0,95781.0,731.0,89.0,,,104.0,26,True,2.0,['cpp'],,
12,behaviortree-cpp,BehaviorTree/BehaviorTree.CPP,ros,Behavior Trees Library in C++.,https://github.com/BehaviorTree/BehaviorTree.CPP,https://github.com/BehaviorTree/BehaviorTree.CPP,MIT,2018-10-16 16:19:58,2026-02-11 09:18:14,2026-02-11 09:15:58,1633.0,99.0,802.0,72.0,410.0,24.0,610.0,3891.0,2026-02-11 10:02:09,4.9.0,,,31.0,,,151.0,25,True,1.0,"['cpp', 'mit']",,
13,crocoddyl,loco-3d/crocoddyl,libraries-frameworks,An optimal control library for robot control under contact sequence based on various efficient Differential Dynamic..,https://github.com/loco-3d/crocoddyl,https://github.com/loco-3d/crocoddyl,BSD-3-Clause,2019-06-04 11:46:13,2026-03-17 09:26:33,2026-03-17 09:26:29,6615.0,25.0,199.0,23.0,594.0,14.0,847.0,1182.0,2025-12-09 15:27:11,3.2.0,23094.0,292.0,22.0,,,61.0,25,True,2.0,['cpp'],,
14,openpose,CMU-Perceptual-Computing-Lab/openpose,libraries-frameworks,"Real-time multi-person keypoint detection library for body, face, hands, and foot estimation.",https://github.com/CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,,2017-04-24 14:06:31,2024-08-03 01:59:11,2024-08-03 01:40:45,716.0,,7833.0,905.0,264.0,340.0,1667.0,33874.0,2020-11-17 05:48:13,1.7.0,338142.0,3347.0,15.0,,,109.0,24,False,2.0,,,
15,robotics-toolbox-python,petercorke/robotics-toolbox-python,libraries-frameworks,"This toolbox brings robotics-specific functionality to Python, leveraging Pythons advantages of portability, ubiquity..",https://github.com/petercorke/robotics-toolbox-python,https://github.com/petercorke/robotics-toolbox-python,MIT,2015-04-06 05:05:25,2024-09-03 22:16:41,2024-08-15 23:12:44,2636.0,,553.0,59.0,105.0,91.0,259.0,2998.0,2023-05-14 06:46:23,1.1.0,,,12.0,302.0,302.0,22.0,24,False,2.0,"['python', 'mit']",,
16,paparazzi,paparazzi/paparazzi,drones,Open-source drone hardware and software project encompassing autopilot systems and ground station software for..,https://github.com/paparazzi/paparazzi,https://github.com/paparazzi/paparazzi,GPL-2.0,2010-11-10 11:14:08,2026-03-18 11:07:50,2026-03-18 11:07:47,16622.0,31.0,936.0,159.0,2768.0,54.0,781.0,1664.0,2024-05-21 13:47:57,6.4.0_stable,12883.0,84.0,24.0,,,174.0,24,True,3.0,,,
17,mjbots-quad-a0,mjbots/moteus,open-source-robots,"The mjbots quad A0 is a small dynamic quadruped, like the MIT mini-Cheetah, but fully open source.",https://github.com/mjbots/moteus,https://github.com/mjbots/moteus,Apache-2.0,2019-03-08 02:43:21,2026-03-19 16:26:09,2026-03-19 16:25:11,1985.0,63.0,328.0,49.0,29.0,,77.0,1126.0,2026-01-22 11:55:54,0.1-20260121,4873.0,78.0,50.0,38.0,38.0,9.0,24,True,1.0,['apache'],,
18,yarp,robotology/yarp,middleware,Yet Another Robot Platform middleware for robotics.,https://github.com/robotology/yarp,https://github.com/robotology/yarp,,2013-04-18 09:13:24,2026-03-06 11:31:53,2026-03-06 11:31:53,19003.0,68.0,211.0,56.0,1917.0,230.0,1072.0,589.0,2025-12-10 13:23:46,3.12.2,43699.0,338.0,88.0,,,116.0,24,False,2.0,,,
19,nasa-open-source-rover,nasa-jpl/open-source-rover,open-source-robots,"A build-it-yourself, 6-wheel rover based on the rovers on Mars.",https://github.com/nasa-jpl/open-source-rover,https://github.com/nasa-jpl/open-source-rover,Apache-2.0,2018-06-29 23:57:16,2026-03-16 23:18:34,2026-03-16 23:18:34,1004.0,4.0,1427.0,448.0,215.0,15.0,270.0,9209.0,2023-09-14 23:11:00,4.0.0,,,4.0,,,49.0,23,True,1.0,['apache'],,
20,donkeycar,autorope/donkeycar,open-source-robots,"DIY self-driving platform for small scale cars. Requires an R/C car, Raspberry Pi and is programmed in Python.",https://github.com/autorope/donkeycar,https://github.com/autorope/donkeycar,MIT,2016-12-10 06:35:09,2026-03-15 08:29:33,2026-02-22 06:51:45,2211.0,7.0,1212.0,158.0,757.0,98.0,373.0,3384.0,2025-08-05 21:41:57,5.2.0,,,19.0,,,137.0,23,True,1.0,"['python', 'mit']",-2.0,
21,gtsam,borglab/gtsam,libraries-frameworks,"A BSD-licensed C++ library that implements sensor fusion for robotics and computer vision applications, including..",https://github.com/borglab/gtsam,https://github.com/borglab/gtsam,,2017-03-27 17:12:06,2026-03-19 16:24:32,2026-03-19 16:24:31,20529.0,503.0,888.0,60.0,1688.0,107.0,598.0,3339.0,2023-09-04 02:41:47,4.2,,,18.0,,,304.0,23,False,2.0,['cpp'],,
22,pythonrobotics,AtsushiSakai/PythonRobotics,education,Python sample codes for robotics algorithms.,https://github.com/AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,,2016-03-21 09:34:43,2026-03-16 20:21:25,2026-03-06 06:56:19,2217.0,9.0,6858.0,531.0,958.0,15.0,367.0,28915.0,,,,,,21.0,21.0,147.0,22,False,1.0,"['python', 'mit']",,
23,kalman-and-bayesian-filters,rlabbe/Kalman-and-Bayesian-Filters-in-Python,education,"Kalman Filter book using Jupyter Notebook focusing on building intuition and experience, not formal proofs.",https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,,2014-05-16 19:24:36,2024-08-07 13:19:15,2024-07-15 04:59:10,1440.0,,4233.0,473.0,193.0,121.0,215.0,18840.0,2020-10-13 23:41:46,2.0,,,2.0,20.0,20.0,111.0,22,False,1.0,['python'],,
24,cartographer,googlecartographer/cartographer,libraries-frameworks,"2D and 3D SLAM library, supports multiple platforms and sensor configurations.",https://github.com/cartographer-project/cartographer,https://github.com/cartographer-project/cartographer,Apache-2.0,2016-08-02 06:55:43,2024-01-05 19:21:01,2024-01-05 19:05:32,1177.0,,2191.0,378.0,1308.0,229.0,440.0,7801.0,2021-03-11 11:10:16,2.0.0,,,5.0,,,57.0,22,False,2.0,"['cpp', 'apache']",,cartographer-project/cartographer
25,ros,ros2/ros2,middleware,The Robot Operating System (ROS) is a set of software libraries and tools that help you build robot applications.,https://github.com/ros2/ros2,https://github.com/ros2/ros2,,2015-02-24 22:46:55,2026-03-14 00:48:42,2026-02-12 18:16:32,298.0,3.0,812.0,240.0,592.0,159.0,1005.0,5217.0,2026-02-20 17:15:13,release-humble-20260220,553098.0,4496.0,100.0,,,60.0,22,False,3.0,,,
26,openbot,intel-isl/OpenBot,open-source-robots,$50 robot car that interfaces with smartphone for high level control.,https://github.com/ob-f/OpenBot,https://github.com/ob-f/OpenBot,MIT,2020-07-31 09:46:23,2025-05-29 08:18:44,2025-05-29 08:18:39,1189.0,,608.0,148.0,298.0,34.0,172.0,3232.0,2025-03-03 04:38:57,0.8.0,15760.0,238.0,14.0,,,39.0,22,True,2.0,['mit'],,ob-f/OpenBot
27,ompl,ompl/ompl,libraries-frameworks,OMPL consists of many state-of-the-art sampling-based motion planning algorithms.,https://github.com/ompl/ompl,https://github.com/ompl/ompl,,2014-05-20 14:22:59,2026-03-19 15:09:07,2026-03-19 15:09:02,5233.0,119.0,609.0,37.0,414.0,74.0,888.0,1979.0,2025-04-07 15:29:53,1.7.0,6027.0,59.0,9.0,,,118.0,22,False,2.0,['cpp'],,
28,copper,copper-project/copper-rs,middleware,Copper is a user-friendly runtime engine for creating fast and reliable robots - what a game engine is to games.,https://github.com/copper-project/copper-rs,https://github.com/copper-project/copper-rs,Apache-2.0,2020-08-27 13:59:54,2026-03-19 17:15:07,2026-03-19 17:11:51,1194.0,317.0,74.0,10.0,822.0,17.0,95.0,1188.0,,,,,,4.0,4.0,27.0,20,True,3.0,['apache'],4.0,
29,roslibjs,RobotWebTools/roslibjs,ros,A standard ROS JavaScript library.,https://github.com/RobotWebTools/roslibjs,https://github.com/RobotWebTools/roslibjs,,2013-03-15 00:50:47,2026-03-16 08:28:13,2026-03-16 08:25:59,1151.0,29.0,394.0,45.0,871.0,18.0,268.0,809.0,2026-03-03 17:47:33,2.1.0,317.0,2.0,17.0,3.0,3.0,83.0,20,False,2.0,"['ros', 'javascript']",,
30,aerostack2,aerostack2/aerostack2,ros,Framework that helps developers design and build the control architecture of aerial robotic systems.,https://github.com/aerostack2/aerostack2,https://github.com/aerostack2/aerostack2,BSD-3-Clause,2022-12-09 10:04:25,2026-03-16 15:39:05,2026-03-02 10:27:50,2091.0,65.0,74.0,10.0,538.0,60.0,287.0,308.0,2025-07-23 18:23:32,1.1.3,,,12.0,,,22.0,20,True,2.0,"['ros', 'cpp']",,
31,slam-toolbox,SteveMacenski/slam_toolbox,libraries-frameworks,A ROS package for 2D lifelong mapping and localization in potentially massive maps.,https://github.com/SteveMacenski/slam_toolbox,https://github.com/SteveMacenski/slam_toolbox,LGPL-2.1,2018-05-15 23:12:06,2026-01-24 02:59:26,2026-01-14 15:14:09,565.0,2.0,638.0,38.0,408.0,45.0,387.0,2381.0,2026-01-24 02:59:26,2.8.4,,,50.0,,,82.0,19,False,3.0,['ros'],,
32,webviz,cruise-automation/webviz,ros,A web based application for playback and visualization of ROS bag files made by Cruise Automation.,https://github.com/cruise-automation/webviz,https://github.com/cruise-automation/webviz,Apache-2.0,2018-12-08 17:44:22,2022-12-17 00:27:21,2022-03-10 20:23:03,393.0,,438.0,55.0,541.0,127.0,106.0,2293.0,,,,,,49.0,49.0,28.0,19,False,2.0,"['ros', 'apache']",,
33,astrobee,nasa/astrobee,ros,NASA Astrobee Robot Software.,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-12-02 17:42:45,2025-12-02 17:42:45,553.0,,350.0,61.0,621.0,14.0,194.0,1259.0,2024-07-19 22:29:17,0.19.1,,,23.0,,,22.0,19,True,2.0,"['ros', 'apache']",,
34,exotica,ipab-slmc/exotica,libraries-frameworks,"A general Optimisation Toolset for Robotics platforms, written in C++ with bindings for Python.",https://github.com/ipab-slmc/exotica,https://github.com/ipab-slmc/exotica,BSD-3-Clause,2015-10-20 13:24:57,2026-02-27 17:03:51,2024-05-27 00:27:27,3506.0,,69.0,44.0,501.0,57.0,200.0,163.0,2020-02-10 19:31:47,5.1.2,,,3.0,,,23.0,19,False,3.0,"['cpp', 'python']",,
35,segment-anything,facebookresearch/segment-anything,libraries-frameworks,The Segment Anything Model (SAM) produces high quality object masks from input prompts such as points or boxes.,https://github.com/facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,Apache-2.0,2023-03-23 17:03:03,2024-09-18 17:46:55,2024-09-18 17:46:55,49.0,,6195.0,327.0,128.0,535.0,182.0,53710.0,,,,,,,,17.0,18,False,3.0,['apache'],,
36,openmower,ClemensElflein/OpenMower,open-source-robots,"An open-source, RTK-GPS enabled mower project.",https://github.com/ClemensElflein/OpenMower,https://github.com/ClemensElflein/OpenMower,,2022-01-26 15:24:24,2025-05-09 09:47:29,2025-05-09 09:43:12,359.0,,365.0,235.0,68.0,22.0,31.0,6430.0,2023-04-27 20:01:01,0.13.2,7072.0,157.0,11.0,,,14.0,18,False,2.0,,,
37,wireviz,formatc1702/WireViz,electronics,"A tool for documenting cables, wiring harnesses and connector pinouts by describing them in YAML format.",https://github.com/wireviz/WireViz,https://github.com/wireviz/WireViz,GPL-3.0,2020-05-20 17:15:04,2025-03-08 09:36:35,2025-02-14 23:11:55,514.0,,270.0,79.0,173.0,152.0,165.0,4928.0,2024-07-13 14:22:50,0.1,463.0,23.0,7.0,,,23.0,18,False,1.0,['gpl'],,wireviz/WireViz
38,ceres-solver,ceres-solver/ceres-solver,libraries-frameworks,"An open source C++ library for modeling and solving large, complicated optimization problems, used for bundle..",https://github.com/ceres-solver/ceres-solver,https://github.com/ceres-solver/ceres-solver,,2014-01-06 06:44:59,2026-03-18 21:27:05,2026-03-17 23:48:07,2261.0,13.0,1069.0,101.0,70.0,85.0,1005.0,4430.0,,,,,,,,118.0,18,False,3.0,['cpp'],,
39,robotics-library,roboticslibrary/rl,libraries-frameworks,"Self-contained C++ library for rigid body kinematics and dynamics, motion planning, and control.",https://github.com/roboticslibrary/rl,https://github.com/roboticslibrary/rl,BSD-2-Clause,2014-06-11 18:59:13,2025-04-15 21:15:32,2025-04-15 21:04:47,548.0,,234.0,43.0,9.0,53.0,42.0,1163.0,2018-01-01 17:19:21,0.7.0,10251.0,72.0,2.0,,,5.0,18,True,3.0,['cpp'],,
40,fields2cover,Fields2Cover/Fields2Cover,libraries-frameworks,A modular and extensible Coverage Path Planning library.,https://github.com/Fields2Cover/Fields2Cover,https://github.com/Fields2Cover/Fields2Cover,BSD-3-Clause,2022-06-08 03:01:32,2026-03-02 09:43:41,2026-01-09 15:22:29,491.0,3.0,169.0,21.0,74.0,21.0,107.0,776.0,2023-11-14 22:19:03,1.2.1,223.0,7.0,2.0,,,24.0,18,True,3.0,['cpp'],3.0,
41,pyrobosim,sea-bass/pyrobosim,simulators,ROS2 enabled 2D mobile robot simulator for behavior prototyping.,https://github.com/sea-bass/pyrobosim,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2026-03-02 17:33:59,2026-03-02 17:33:57,550.0,13.0,68.0,15.0,304.0,6.0,120.0,376.0,2026-02-28 16:16:06,4.3.4,,,17.0,7.0,7.0,20.0,18,True,3.0,['python'],,
42,mvsim,MRPT/mvsim,simulators,"Lightweight, dynamical simulator for 2D vehicles and robots.",https://github.com/MRPT/mvsim,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2026-03-17 08:23:16,2026-03-17 08:22:57,1397.0,139.0,52.0,9.0,64.0,3.0,30.0,373.0,2024-05-09 10:28:56,0.9.4,,,8.0,,,9.0,18,True,3.0,['cpp'],,
43,isaac-sim,isaac-sim/IsaacSim,simulators,"Proprietary simulator from NVIDIA with advanced physics, AI-based features, and GPU-accelerated capabilities.",https://github.com/isaac-sim/IsaacSim,https://github.com/isaac-sim/IsaacSim,,2025-05-28 18:38:18,2026-03-16 16:54:01,2025-11-20 23:21:27,32.0,,359.0,22.0,19.0,100.0,236.0,2776.0,2025-10-21 19:49:18,5.1.0,,,4.0,,,5.0,17,False,3.0,,,
44,best-of-robot-simulators,knmcguire/best-of-robot-simulators,other,Best of robot simulators list.,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-03-19 13:36:29,2026-03-19 13:36:24,194.0,15.0,86.0,16.0,111.0,16.0,121.0,1202.0,2026-03-19 13:37:02,2026.03.18,,,50.0,,,12.0,17,True,1.0,,,
45,videoflow,videoflow/videoflow,libraries-frameworks,Python framework that facilitates the quick development of complex video analysis applications in a multiprocessing..,https://github.com/videoflow/videoflow,https://github.com/videoflow/videoflow,MIT,2019-04-15 19:47:22,2022-01-20 14:23:58,2022-01-20 14:23:58,507.0,,85.0,21.0,79.0,15.0,37.0,1027.0,2020-03-19 13:54:45,0.2.10,1957.0,23.0,15.0,6.0,6.0,16.0,17,False,3.0,"['python', 'mit']",,
46,stmbl,rene-dev/stmbl,motor-control,AC Servo Driver for STM32F4.,https://github.com/rene-dev/stmbl,https://github.com/rene-dev/stmbl,GPL-3.0,2013-12-09 22:03:17,2023-08-23 21:51:51,2022-03-22 11:21:30,2597.0,,423.0,167.0,60.0,17.0,44.0,958.0,2018-12-03 18:12:20,0.9.18,2091.0,17.0,11.0,,,16.0,17,False,1.0,['gpl'],,
47,turtlebot,turtlebot/turtlebot,open-source-robots,"A popular, low-cost, personal robot kit with open-source software, created at Willow Garage.",https://github.com/turtlebot/turtlebot,https://github.com/turtlebot/turtlebot,BSD-3-Clause,2012-09-24 08:46:38,2023-05-29 12:48:05,2021-03-21 01:33:25,1142.0,,300.0,45.0,104.0,29.0,167.0,326.0,,,,,,,,52.0,17,False,2.0,['ros'],,
48,machine-learning-course,instillai/machine-learning-course,education,Freely available Machine Learning course using Python developed by Machine Learning Mindset.,https://github.com/instillai/machine-learning-course,https://github.com/instillai/machine-learning-course,,2019-02-15 00:23:19,2024-11-27 03:47:57,2024-11-27 03:47:56,362.0,,1207.0,300.0,33.0,1.0,3.0,7046.0,2019-12-19 18:03:50,1.0,,,1.0,20.0,20.0,10.0,16,False,3.0,['python'],,
49,so-arm100,TheRobotStudio/SO-ARM100,open-source-robots,Open Source 3D printable low-cost robot arm for accessible end-to-end learning.,https://github.com/TheRobotStudio/SO-ARM100,https://github.com/TheRobotStudio/SO-ARM100,Apache-2.0,2024-05-10 22:07:52,2026-02-26 14:29:08,2026-02-26 14:29:08,220.0,2.0,496.0,79.0,74.0,58.0,21.0,5752.0,,,,,1.0,,,33.0,16,True,2.0,['apache'],,
50,lio-sam,TixiaoShan/LIO-SAM,libraries-frameworks,A real-time lidar-inertial odometry package with very promising results for multi-beam LiDARS.,https://github.com/TixiaoShan/LIO-SAM,https://github.com/TixiaoShan/LIO-SAM,BSD-3-Clause,2020-07-01 03:44:07,2025-02-14 10:05:51,2023-04-17 18:58:27,146.0,,1410.0,69.0,56.0,169.0,348.0,4621.0,,,,,,,,12.0,16,False,3.0,['cpp'],,
51,jslee02-awesome-robotics-libraries,jslee02/awesome-robotics-libraries,other,Awesome robotics libraries list by jslee02.,https://github.com/jslee02/awesome-robotics-libraries,https://github.com/jslee02/awesome-robotics-libraries,CC0-1.0,2016-04-16 20:44:29,2026-03-16 06:32:57,2026-03-08 19:00:00,378.0,27.0,434.0,117.0,79.0,3.0,8.0,2838.0,,,,,,,,42.0,16,False,1.0,,,
52,linorobot,linorobot/linorobot,open-source-robots,"ROS Compatible ground robots (2WD, 4WD, Ackermann Steering, Mecanum Drive).",https://github.com/linorobot/linorobot,https://github.com/linorobot/linorobot,BSD-2-Clause,2016-02-28 16:56:47,2023-05-10 19:54:23,2022-07-11 00:04:07,217.0,,347.0,59.0,15.0,26.0,43.0,1088.0,2018-11-06 02:51:26,1.4.0,,,9.0,,,5.0,16,False,2.0,['ros'],,
53,quad-sdk,robomechanics/quad-sdk,ros,ROS-based framework for agile quadrupedal locomotion.,https://github.com/robomechanics/quad-sdk,https://github.com/robomechanics/quad-sdk,MIT,2020-08-30 19:19:34,2026-03-18 19:26:17,2024-04-25 19:45:58,150.0,,155.0,23.0,198.0,9.0,241.0,918.0,,,,,,,,12.0,16,False,2.0,"['ros', 'mit']",,
54,awesome-llm-robotics,GT-RIPL/Awesome-LLM-Robotics,other,Awesome LLM robotics list.,https://github.com/GT-RIPL/Awesome-LLM-Robotics,https://github.com/GT-RIPL/Awesome-LLM-Robotics,BSD-3-Clause,2022-08-12 14:35:01,2026-01-27 04:13:30,2026-01-27 04:13:29,229.0,1.0,321.0,105.0,91.0,6.0,10.0,4298.0,,,,,,,,69.0,15,True,2.0,,-2.0,
55,open-duck-mini,apirrone/Open_Duck_Mini,open-source-robots,A miniaturized version of Disneys BDX droid.,https://github.com/apirrone/Open_Duck_Mini,https://github.com/apirrone/Open_Duck_Mini,Apache-2.0,2024-05-16 14:03:25,2026-01-31 10:28:29,2026-01-31 10:28:29,316.0,3.0,320.0,58.0,12.0,17.0,17.0,2530.0,,,,,,,,6.0,15,True,2.0,['apache'],,
56,stanford-doggo,Nate711/StanfordDoggoProject,open-source-robots,Stanford Doggo is a highly agile robot designed to provide an accessible platform for legged robot research.,https://github.com/Nate711/StanfordDoggoProject,https://github.com/Nate711/StanfordDoggoProject,MIT,2018-09-13 04:43:31,2024-07-08 02:08:11,2024-07-08 02:08:11,35.0,,733.0,187.0,2.0,10.0,44.0,2506.0,2019-05-25 04:58:25,1.0,,,1.0,,,3.0,15,False,2.0,['mit'],,
57,flightmare,uzh-rpg/flightmare,simulators,An Open Flexible Quadrotor Simulator.,https://github.com/uzh-rpg/flightmare,https://github.com/uzh-rpg/flightmare,,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,379.0,34.0,37.0,117.0,62.0,1331.0,2020-12-01 16:59:05,0.0.5,6474.0,96.0,5.0,,,7.0,15,False,3.0,['mit'],,
58,poppy-humanoid,poppy-project/poppy-humanoid,open-source-robots,An open-source and 3D printed humanoid robot.,https://github.com/poppy-project/poppy-humanoid,https://github.com/poppy-project/poppy-humanoid,,2015-01-09 10:23:33,2021-12-06 18:19:35,2021-12-06 18:19:35,275.0,,259.0,147.0,24.0,5.0,14.0,877.0,2020-11-03 20:20:31,3.0.0,41158.0,311.0,5.0,,,11.0,15,False,2.0,,,
59,web-video-server,RobotWebTools/web_video_server,ros,HTTP Streaming of ROS Image Topics in Multiple Formats.,https://github.com/RobotWebTools/web_video_server,https://github.com/RobotWebTools/web_video_server,BSD-3-Clause,2014-10-20 18:20:51,2026-02-25 19:04:48,2026-02-25 19:04:30,116.0,4.0,193.0,27.0,109.0,19.0,71.0,372.0,,,,,,,,29.0,15,True,2.0,['ros'],,
60,awesome-ros2,fkromer/awesome-ros2,other,Awesome ROS 2 list.,https://github.com/fkromer/awesome-ros2,https://github.com/fkromer/awesome-ros2,,2017-10-02 08:50:00,2023-08-18 07:40:50,2023-08-18 07:40:50,328.0,,318.0,81.0,47.0,,,2048.0,,,,,,8.0,8.0,44.0,14,False,2.0,,,
61,ros-robotics-companies,vmayoral/ros-robotics-companies,other,A list of companies using ROS 1 or ROS 2.,https://github.com/vmayoral/ros-robotics-companies,https://github.com/vmayoral/ros-robotics-companies,,2022-05-19 08:24:38,2026-02-26 13:34:10,2026-02-26 13:34:07,745.0,5.0,219.0,57.0,98.0,1.0,11.0,1784.0,,,,,,,,77.0,14,False,2.0,,,
