,name,github_id,category,description,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,robotics-toolbox-python,petercorke/robotics-toolbox-python,libraries-frameworks,"This toolbox brings robotics-specific functionality to Python, leveraging Pythons advantages of portability, ubiquity..",https://github.com/petercorke/robotics-toolbox-python,https://github.com/petercorke/robotics-toolbox-python,MIT,2015-04-06 05:05:25,2026-06-04 15:29:04,2026-06-04 15:21:20,2777.0,46.0,572.0,61.0,113.0,92.0,259.0,3117.0,2026-06-03 10:09:06,1.2.0,,,13.0,307.0,307.0,30.0,28,True,2.0,"['python', 'mit']",4.0,
11,plotjuggler,facontidavide/PlotJuggler,ros,"QT5 based application to display time series in plots, using an intuitive drag and drop interface.",https://github.com/PlotJuggler/PlotJuggler,https://github.com/PlotJuggler/PlotJuggler,MPL-2.0,2016-03-01 21:05:42,2026-05-11 12:46:31,2026-05-11 12:31:35,2831.0,138.0,741.0,91.0,498.0,125.0,681.0,5950.0,2026-05-11 12:54:36,3.17.2,102570.0,854.0,88.0,,,149.0,27,True,1.0,['ros'],,PlotJuggler/PlotJuggler
12,webots,cyberbotics/webots,simulators,"Free and open source simulator that includes a large collection of robots, sensors, actuators and objects models.",https://github.com/cyberbotics/webots,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2026-06-11 14:52:16,2026-05-04 13:30:21,15746.0,6.0,1944.0,76.0,4703.0,232.0,1676.0,4408.0,2025-02-04 12:36:33,R2025a,1877675.0,20863.0,17.0,,,143.0,27,True,2.0,,,
13,crocoddyl,loco-3d/crocoddyl,libraries-frameworks,An optimal control library for robot control under contact sequence based on various efficient Differential Dynamic..,https://github.com/loco-3d/crocoddyl,https://github.com/loco-3d/crocoddyl,BSD-3-Clause,2019-06-04 11:46:13,2026-06-11 08:56:55,2026-06-11 08:56:55,6664.0,50.0,202.0,23.0,617.0,15.0,848.0,1234.0,2026-05-10 14:11:43,3.2.1,23189.0,282.0,23.0,,,62.0,26,True,2.0,['cpp'],,
14,gtsam,borglab/gtsam,libraries-frameworks,"A BSD-licensed C++ library that implements sensor fusion for robotics and computer vision applications, including..",https://github.com/borglab/gtsam,https://github.com/borglab/gtsam,,2017-03-27 17:12:06,2026-06-09 12:01:51,2026-06-09 12:01:51,20937.0,386.0,916.0,62.0,1763.0,108.0,613.0,3511.0,2026-04-29 03:39:31,4.2.1,,,19.0,,,313.0,25,False,2.0,['cpp'],,
15,paparazzi,paparazzi/paparazzi,drones,Open-source drone hardware and software project encompassing autopilot systems and ground station software for..,https://github.com/paparazzi/paparazzi,https://github.com/paparazzi/paparazzi,GPL-2.0,2010-11-10 11:14:08,2026-06-04 08:29:22,2026-06-03 22:02:22,16665.0,46.0,942.0,159.0,2806.0,57.0,782.0,1689.0,2024-05-21 13:47:57,6.4.0_stable,13032.0,84.0,24.0,,,174.0,25,True,3.0,,,
16,openpose,CMU-Perceptual-Computing-Lab/openpose,libraries-frameworks,"Real-time multi-person keypoint detection library for body, face, hands, and foot estimation.",https://github.com/CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,,2017-04-24 14:06:31,2024-08-03 01:59:11,2024-08-03 01:40:45,716.0,,7840.0,902.0,264.0,340.0,1667.0,34147.0,2020-11-17 05:48:13,1.7.0,341138.0,3280.0,15.0,,,109.0,24,False,2.0,,,
17,behaviortree-cpp,BehaviorTree/BehaviorTree.CPP,ros,Behavior Trees Library in C++.,https://github.com/BehaviorTree/BehaviorTree.CPP,https://github.com/BehaviorTree/BehaviorTree.CPP,MIT,2018-10-16 16:19:58,2026-06-05 11:02:51,2026-05-11 20:10:02,1645.0,11.0,824.0,73.0,425.0,34.0,611.0,4058.0,2026-02-11 10:02:09,4.9.0,,,31.0,,,155.0,24,True,1.0,"['cpp', 'mit']",,
18,donkeycar,autorope/donkeycar,open-source-robots,"DIY self-driving platform for small scale cars. Requires an R/C car, Raspberry Pi and is programmed in Python.",https://github.com/autorope/donkeycar,https://github.com/autorope/donkeycar,MIT,2016-12-10 06:35:09,2026-05-15 21:12:39,2026-04-11 15:33:37,2214.0,3.0,1222.0,158.0,763.0,99.0,373.0,3452.0,2026-03-29 21:19:50,5.3.0,,,20.0,,,137.0,24,True,1.0,"['python', 'mit']",,
19,nasa-open-source-rover,nasa-jpl/open-source-rover,open-source-robots,"A build-it-yourself, 6-wheel rover based on the rovers on Mars.",https://github.com/nasa-jpl/open-source-rover,https://github.com/nasa-jpl/open-source-rover,Apache-2.0,2018-06-29 23:57:16,2026-06-10 16:11:26,2026-06-10 16:11:23,1011.0,8.0,1456.0,454.0,222.0,14.0,271.0,9435.0,2023-09-14 23:11:00,4.0.0,,,4.0,,,51.0,23,True,1.0,['apache'],,
20,ros,ros2/ros2,middleware,The Robot Operating System (ROS) is a set of software libraries and tools that help you build robot applications.,https://github.com/ros2/ros2,https://github.com/ros2/ros2,,2015-02-24 22:46:55,2026-06-08 05:45:59,2026-05-15 16:06:56,310.0,12.0,855.0,240.0,623.0,147.0,1025.0,5614.0,2026-05-22 15:30:03,release-lyrical-20260522,574947.0,4791.0,100.0,,,63.0,23,False,2.0,,,
21,openbot,intel-isl/OpenBot,open-source-robots,$50 robot car that interfaces with smartphone for high level control.,https://github.com/ob-f/OpenBot,https://github.com/ob-f/OpenBot,MIT,2020-07-31 09:46:23,2026-05-18 02:09:09,2026-05-18 02:09:09,1192.0,3.0,617.0,146.0,306.0,27.0,180.0,3295.0,2025-03-03 04:38:57,0.8.0,16573.0,240.0,14.0,,,40.0,23,True,1.0,['mit'],,ob-f/OpenBot
22,ompl,ompl/ompl,libraries-frameworks,OMPL consists of many state-of-the-art sampling-based motion planning algorithms.,https://github.com/ompl/ompl,https://github.com/ompl/ompl,,2014-05-20 14:22:59,2026-06-11 04:04:37,2026-06-11 04:04:36,5359.0,139.0,630.0,40.0,466.0,67.0,904.0,2077.0,2026-04-06 21:11:34,2.0.0,6579.0,63.0,9.0,,,120.0,23,False,2.0,['cpp'],,
23,mjbots-quad-a0,mjbots/moteus,open-source-robots,"The mjbots quad A0 is a small dynamic quadruped, like the MIT mini-Cheetah, but fully open source.",https://github.com/mjbots/moteus,https://github.com/mjbots/moteus,Apache-2.0,2019-03-08 02:43:21,2026-06-10 21:58:44,2026-06-10 21:56:08,2227.0,245.0,342.0,50.0,37.0,1.0,78.0,1181.0,2026-05-28 17:30:58,cpp/v1.0.0,5406.0,83.0,60.0,,,10.0,23,True,1.0,['apache'],,
24,yarp,robotology/yarp,middleware,Yet Another Robot Platform middleware for robotics.,https://github.com/robotology/yarp,https://github.com/robotology/yarp,,2013-04-18 09:13:24,2026-06-11 15:24:11,2026-06-11 15:24:09,19073.0,70.0,212.0,56.0,1931.0,232.0,1072.0,595.0,2025-12-10 13:23:46,3.12.2,43764.0,331.0,88.0,,,118.0,23,False,2.0,,,
25,kalman-and-bayesian-filters,rlabbe/Kalman-and-Bayesian-Filters-in-Python,education,"Kalman Filter book using Jupyter Notebook focusing on building intuition and experience, not formal proofs.",https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,,2014-05-16 19:24:36,2024-08-07 13:19:15,2024-07-15 04:59:10,1440.0,,4256.0,476.0,196.0,122.0,215.0,19038.0,2020-10-13 23:41:46,2.0,,,2.0,23.0,23.0,110.0,22,False,1.0,['python'],,
26,cartographer,googlecartographer/cartographer,libraries-frameworks,"2D and 3D SLAM library, supports multiple platforms and sensor configurations.",https://github.com/cartographer-project/cartographer,https://github.com/cartographer-project/cartographer,Apache-2.0,2016-08-02 06:55:43,2024-01-05 19:21:01,2024-01-05 19:05:32,1177.0,,2194.0,376.0,1308.0,230.0,440.0,7879.0,2021-03-11 11:10:16,2.0.0,,,5.0,,,57.0,22,False,3.0,"['cpp', 'apache']",,cartographer-project/cartographer
27,pythonrobotics,AtsushiSakai/PythonRobotics,education,Python sample codes for robotics algorithms.,https://github.com/AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,,2016-03-21 09:34:43,2026-06-08 20:03:05,2026-04-11 18:26:58,2219.0,2.0,6934.0,535.0,981.0,19.0,367.0,29731.0,,,,,,24.0,24.0,147.0,21,False,2.0,"['python', 'mit']",-2.0,
28,slam-toolbox,SteveMacenski/slam_toolbox,libraries-frameworks,A ROS package for 2D lifelong mapping and localization in potentially massive maps.,https://github.com/SteveMacenski/slam_toolbox,https://github.com/SteveMacenski/slam_toolbox,LGPL-2.1,2018-05-15 23:12:06,2026-05-20 17:10:19,2026-05-20 17:10:19,569.0,4.0,677.0,39.0,418.0,49.0,392.0,2510.0,2026-04-29 22:38:15,2.8.5,,,51.0,,,85.0,20,False,3.0,['ros'],,
29,roslibjs,RobotWebTools/roslibjs,ros,A standard ROS JavaScript library.,https://github.com/RobotWebTools/roslibjs,https://github.com/RobotWebTools/roslibjs,,2013-03-15 00:50:47,2026-06-03 11:46:18,2026-06-02 10:55:43,1185.0,38.0,395.0,44.0,912.0,19.0,268.0,820.0,2026-03-03 17:47:33,2.1.0,319.0,2.0,17.0,3.0,3.0,83.0,20,False,2.0,"['ros', 'javascript']",,
30,wireviz,formatc1702/WireViz,electronics,"A tool for documenting cables, wiring harnesses and connector pinouts by describing them in YAML format.",https://github.com/wireviz/WireViz,https://github.com/wireviz/WireViz,GPL-3.0,2020-05-20 17:15:04,2026-06-06 09:54:06,2025-02-14 23:11:55,514.0,,292.0,80.0,180.0,156.0,165.0,5161.0,2024-07-13 14:22:50,0.1,1055.0,45.0,7.0,,,23.0,19,False,1.0,['gpl'],,wireviz/WireViz
31,webviz,cruise-automation/webviz,ros,A web based application for playback and visualization of ROS bag files made by Cruise Automation.,https://github.com/cruise-automation/webviz,https://github.com/cruise-automation/webviz,Apache-2.0,2018-12-08 17:44:22,2022-12-17 00:27:21,2022-03-10 20:23:03,393.0,,438.0,55.0,541.0,127.0,106.0,2308.0,,,,,,49.0,49.0,28.0,19,False,2.0,"['ros', 'apache']",,
32,astrobee,nasa/astrobee,ros,NASA Astrobee Robot Software.,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-12-02 17:42:45,2025-12-02 17:42:45,553.0,,358.0,62.0,622.0,17.0,194.0,1357.0,2024-07-19 22:29:17,0.19.1,,,23.0,,,22.0,19,True,2.0,"['ros', 'apache']",,
33,aerostack2,aerostack2/aerostack2,ros,Framework that helps developers design and build the control architecture of aerial robotic systems.,https://github.com/aerostack2/aerostack2,https://github.com/aerostack2/aerostack2,BSD-3-Clause,2022-12-09 10:04:25,2026-06-10 13:51:48,2026-06-10 13:51:48,2116.0,25.0,85.0,10.0,567.0,60.0,292.0,353.0,2025-07-23 18:23:32,1.1.3,,,12.0,,,22.0,19,True,2.0,"['ros', 'cpp']",,
34,segment-anything,facebookresearch/segment-anything,libraries-frameworks,The Segment Anything Model (SAM) produces high quality object masks from input prompts such as points or boxes.,https://github.com/facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,Apache-2.0,2023-03-23 17:03:03,2024-09-18 17:46:55,2024-09-18 17:46:55,49.0,,6254.0,331.0,130.0,535.0,182.0,54339.0,,,,,,,,17.0,18,False,3.0,['apache'],,
35,openmower,ClemensElflein/OpenMower,open-source-robots,"An open-source, RTK-GPS enabled mower project.",https://github.com/ClemensElflein/OpenMower,https://github.com/ClemensElflein/OpenMower,,2022-01-26 15:24:24,2026-06-01 14:21:53,2026-06-01 14:21:52,361.0,2.0,378.0,236.0,69.0,13.0,42.0,6541.0,2023-04-27 20:01:01,0.13.2,7612.0,158.0,11.0,,,14.0,18,False,2.0,,,
36,ceres-solver,ceres-solver/ceres-solver,libraries-frameworks,"An open source C++ library for modeling and solving large, complicated optimization problems, used for bundle..",https://github.com/ceres-solver/ceres-solver,https://github.com/ceres-solver/ceres-solver,,2014-01-06 06:44:59,2026-05-31 13:13:05,2026-05-01 21:31:18,2272.0,20.0,1086.0,100.0,73.0,87.0,1009.0,4495.0,,,,,,,,119.0,18,False,3.0,['cpp'],,
37,copper,copper-project/copper-rs,middleware,Copper is a user-friendly runtime engine for creating fast and reliable robots - what a game engine is to games.,https://github.com/copper-project/copper-rs,https://github.com/copper-project/copper-rs,Apache-2.0,2020-08-27 13:59:54,2026-06-10 13:54:17,2026-06-10 12:14:47,1350.0,163.0,94.0,11.0,1001.0,16.0,112.0,1356.0,,,,,,,,34.0,18,True,3.0,['apache'],,
38,robotics-library,roboticslibrary/rl,libraries-frameworks,"Self-contained C++ library for rigid body kinematics and dynamics, motion planning, and control.",https://github.com/roboticslibrary/rl,https://github.com/roboticslibrary/rl,BSD-2-Clause,2014-06-11 18:59:13,2025-04-15 21:15:32,2025-04-15 21:04:47,548.0,,235.0,43.0,9.0,52.0,43.0,1181.0,2018-01-01 17:19:21,0.7.0,10315.0,71.0,2.0,,,5.0,18,False,3.0,['cpp'],,
39,exotica,ipab-slmc/exotica,libraries-frameworks,"A general Optimisation Toolset for Robotics platforms, written in C++ with bindings for Python.",https://github.com/ipab-slmc/exotica,https://github.com/ipab-slmc/exotica,BSD-3-Clause,2015-10-20 13:24:57,2026-02-27 17:03:51,2024-05-27 00:27:27,3506.0,,69.0,44.0,501.0,57.0,200.0,163.0,2020-02-10 19:31:47,5.1.2,,,3.0,,,23.0,18,False,3.0,"['cpp', 'python']",,
40,best-of-robot-simulators,knmcguire/best-of-robot-simulators,other,Best of robot simulators list.,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-06-10 17:16:32,2026-06-10 17:16:24,210.0,17.0,99.0,18.0,127.0,11.0,129.0,1340.0,2026-06-10 17:17:35,2026.06.10,,,61.0,,,15.0,17,True,1.0,,,
41,linorobot,linorobot/linorobot,open-source-robots,"ROS Compatible ground robots (2WD, 4WD, Ackermann Steering, Mecanum Drive).",https://github.com/linorobot/linorobot,https://github.com/linorobot/linorobot,BSD-2-Clause,2016-02-28 16:56:47,2023-05-10 19:54:23,2022-07-11 00:04:07,217.0,,347.0,59.0,15.0,26.0,43.0,1103.0,2018-11-06 02:51:26,1.4.0,,,9.0,,,5.0,17,False,2.0,['ros'],,
42,videoflow,videoflow/videoflow,libraries-frameworks,Python framework that facilitates the quick development of complex video analysis applications in a multiprocessing..,https://github.com/videoflow/videoflow,https://github.com/videoflow/videoflow,MIT,2019-04-15 19:47:22,2022-01-20 14:23:58,2022-01-20 14:23:58,507.0,,87.0,21.0,79.0,15.0,37.0,1030.0,2020-03-19 13:54:45,0.2.10,2377.0,27.0,15.0,6.0,6.0,15.0,17,False,3.0,"['python', 'mit']",,
43,stmbl,rene-dev/stmbl,motor-control,AC Servo Driver for STM32F4.,https://github.com/rene-dev/stmbl,https://github.com/rene-dev/stmbl,GPL-3.0,2013-12-09 22:03:17,2023-08-23 21:51:51,2022-03-22 11:21:30,2597.0,,425.0,168.0,60.0,17.0,44.0,967.0,2018-12-03 18:12:20,0.9.18,2134.0,16.0,11.0,,,16.0,17,False,1.0,['gpl'],,
44,fields2cover,Fields2Cover/Fields2Cover,libraries-frameworks,A modular and extensible Coverage Path Planning library.,https://github.com/Fields2Cover/Fields2Cover,https://github.com/Fields2Cover/Fields2Cover,BSD-3-Clause,2022-06-08 03:01:32,2026-05-21 20:12:34,2026-05-21 20:12:33,492.0,1.0,175.0,21.0,76.0,21.0,106.0,820.0,2023-11-14 22:19:03,1.2.1,245.0,7.0,2.0,,,25.0,17,True,3.0,['cpp'],,
45,mvsim,MRPT/mvsim,simulators,"Lightweight, dynamical simulator for 2D vehicles and robots.",https://github.com/MRPT/mvsim,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2026-06-11 16:29:57,2026-06-11 16:29:55,1409.0,18.0,58.0,9.0,67.0,5.0,30.0,401.0,2024-05-09 10:28:56,0.9.4,,,8.0,,,9.0,17,True,3.0,['cpp'],,
46,pyrobosim,sea-bass/pyrobosim,simulators,ROS2 enabled 2D mobile robot simulator for behavior prototyping.,https://github.com/sea-bass/pyrobosim,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2026-06-01 21:22:58,2026-06-01 21:22:56,556.0,6.0,70.0,15.0,310.0,6.0,121.0,380.0,2026-02-28 16:16:06,4.3.4,,,17.0,7.0,7.0,20.0,17,True,3.0,['python'],,
47,turtlebot,turtlebot/turtlebot,open-source-robots,"A popular, low-cost, personal robot kit with open-source software, created at Willow Garage.",https://github.com/turtlebot/turtlebot,https://github.com/turtlebot/turtlebot,BSD-3-Clause,2012-09-24 08:46:38,2023-05-29 12:48:05,2021-03-21 01:33:25,1142.0,,299.0,45.0,104.0,29.0,167.0,333.0,,,,,,,,52.0,17,False,2.0,['ros'],,
48,machine-learning-course,instillai/machine-learning-course,education,Freely available Machine Learning course using Python developed by Machine Learning Mindset.,https://github.com/instillai/machine-learning-course,https://github.com/instillai/machine-learning-course,,2019-02-15 00:23:19,2024-11-27 03:47:57,2024-11-27 03:47:56,362.0,,1200.0,299.0,33.0,1.0,3.0,7040.0,2019-12-19 18:03:50,1.0,,,1.0,23.0,23.0,10.0,16,False,3.0,['python'],,
49,so-arm100,TheRobotStudio/SO-ARM100,open-source-robots,Open Source 3D printable low-cost robot arm for accessible end-to-end learning.,https://github.com/TheRobotStudio/SO-ARM100,https://github.com/TheRobotStudio/SO-ARM100,Apache-2.0,2024-05-10 22:07:52,2026-02-26 14:29:08,2026-02-26 14:29:08,220.0,,591.0,87.0,80.0,62.0,23.0,6553.0,,,,,1.0,,,33.0,16,True,2.0,['apache'],,
50,lio-sam,TixiaoShan/LIO-SAM,libraries-frameworks,A real-time lidar-inertial odometry package with very promising results for multi-beam LiDARS.,https://github.com/TixiaoShan/LIO-SAM,https://github.com/TixiaoShan/LIO-SAM,BSD-3-Clause,2020-07-01 03:44:07,2025-02-14 10:05:51,2023-04-17 18:58:27,146.0,,1448.0,70.0,56.0,171.0,348.0,4783.0,,,,,,,,12.0,16,False,3.0,['cpp'],,
51,isaac-sim,isaac-sim/IsaacSim,simulators,"Proprietary simulator from NVIDIA with advanced physics, AI-based features, and GPU-accelerated capabilities.",https://github.com/isaac-sim/IsaacSim,https://github.com/isaac-sim/IsaacSim,,2025-05-28 18:38:18,2026-06-04 22:08:55,2026-06-04 20:03:03,36.0,3.0,464.0,20.0,21.0,37.0,363.0,3441.0,2026-06-04 22:11:00,6.0.0,,,5.0,,,5.0,16,False,3.0,,,
52,jslee02-awesome-robotics-libraries,jslee02/awesome-robotics-libraries,other,Awesome robotics libraries list by jslee02.,https://github.com/jslee02/awesome-robotics-libraries,https://github.com/jslee02/awesome-robotics-libraries,CC0-1.0,2016-04-16 20:44:29,2026-06-08 23:24:16,2026-06-08 23:24:16,395.0,17.0,442.0,114.0,98.0,1.0,12.0,2950.0,,,,,,,,42.0,16,False,1.0,,3.0,
53,quad-sdk,robomechanics/quad-sdk,ros,ROS-based framework for agile quadrupedal locomotion.,https://github.com/robomechanics/quad-sdk,https://github.com/robomechanics/quad-sdk,MIT,2020-08-30 19:19:34,2026-06-10 01:00:07,2024-04-25 19:45:58,150.0,,158.0,23.0,200.0,3.0,247.0,945.0,,,,,,,,12.0,16,False,2.0,"['ros', 'mit']",,
54,awesome-llm-robotics,GT-RIPL/Awesome-LLM-Robotics,other,Awesome LLM robotics list.,https://github.com/GT-RIPL/Awesome-LLM-Robotics,https://github.com/GT-RIPL/Awesome-LLM-Robotics,BSD-3-Clause,2022-08-12 14:35:01,2026-04-09 12:45:04,2026-04-09 12:45:03,231.0,2.0,331.0,106.0,98.0,7.0,10.0,4397.0,,,,,,,,69.0,15,True,2.0,,-2.0,
55,stanford-doggo,Nate711/StanfordDoggoProject,open-source-robots,Stanford Doggo is a highly agile robot designed to provide an accessible platform for legged robot research.,https://github.com/Nate711/StanfordDoggoProject,https://github.com/Nate711/StanfordDoggoProject,MIT,2018-09-13 04:43:31,2024-07-08 02:08:11,2024-07-08 02:08:11,35.0,,733.0,187.0,2.0,11.0,44.0,2527.0,2019-05-25 04:58:25,1.0,,,1.0,,,3.0,15,False,2.0,['mit'],,
56,flightmare,uzh-rpg/flightmare,simulators,An Open Flexible Quadrotor Simulator.,https://github.com/uzh-rpg/flightmare,https://github.com/uzh-rpg/flightmare,,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,386.0,34.0,37.0,117.0,62.0,1374.0,2020-12-01 16:59:05,0.0.5,6723.0,96.0,5.0,,,7.0,15,False,3.0,['mit'],,
57,poppy-humanoid,poppy-project/poppy-humanoid,open-source-robots,An open-source and 3D printed humanoid robot.,https://github.com/poppy-project/poppy-humanoid,https://github.com/poppy-project/poppy-humanoid,,2015-01-09 10:23:33,2021-12-06 18:19:35,2021-12-06 18:19:35,275.0,,274.0,147.0,24.0,5.0,14.0,979.0,2020-11-03 20:20:31,3.0.0,41747.0,309.0,5.0,,,11.0,15,False,2.0,,,
58,open-duck-mini,apirrone/Open_Duck_Mini,open-source-robots,A miniaturized version of Disneys BDX droid.,https://github.com/apirrone/Open_Duck_Mini,https://github.com/apirrone/Open_Duck_Mini,Apache-2.0,2024-05-16 14:03:25,2026-01-31 10:28:29,2026-01-31 10:28:29,316.0,,386.0,64.0,12.0,19.0,17.0,3139.0,,,,,,,,6.0,14,True,3.0,['apache'],,
59,wavemap,ethz-asl/wavemap,ros,"Fast, efficient and accurate multi-resolution, multi-sensor 3D occupancy mapping.",https://github.com/ethz-asl/wavemap,https://github.com/ethz-asl/wavemap,BSD-3-Clause,2021-10-27 17:07:14,2024-12-30 18:41:05,2024-12-10 14:12:04,1315.0,,53.0,19.0,53.0,9.0,20.0,561.0,2024-12-10 14:19:28,2.2.1,140.0,4.0,22.0,,,8.0,14,False,2.0,"['ros', 'cpp']",,
60,web-video-server,RobotWebTools/web_video_server,ros,HTTP Streaming of ROS Image Topics in Multiple Formats.,https://github.com/RobotWebTools/web_video_server,https://github.com/RobotWebTools/web_video_server,BSD-3-Clause,2014-10-20 18:20:51,2026-05-07 12:31:29,2026-05-07 12:30:45,118.0,2.0,199.0,27.0,112.0,19.0,71.0,382.0,,,,,,,,29.0,14,True,2.0,['ros'],,
