,name,github_id,category,description,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,pinocchio,stack-of-tasks/pinocchio,libraries-frameworks,A fast and flexible implementation of Rigid Body Dynamics algorithms and their analytical derivatives.,https://github.com/stack-of-tasks/pinocchio,https://github.com/stack-of-tasks/pinocchio,BSD-2-Clause,2014-10-07 15:42:51,2026-04-20 09:29:23,2026-04-20 09:29:14,13075.0,682.0,496.0,66.0,1432.0,90.0,1093.0,3316.0,2026-04-13 12:17:49,4.0.0,106007.0,803.0,90.0,,,117.0,28,True,2.0,['cpp'],,
11,plotjuggler,facontidavide/PlotJuggler,ros,"QT5 based application to display time series in plots, using an intuitive drag and drop interface.",https://github.com/PlotJuggler/PlotJuggler,https://github.com/PlotJuggler/PlotJuggler,MPL-2.0,2016-03-01 21:05:42,2026-04-29 00:20:46,2026-04-28 22:59:52,2827.0,207.0,732.0,91.0,489.0,119.0,676.0,5863.0,2026-04-29 00:28:54,3.17.1,98112.0,831.0,87.0,,,148.0,27,True,1.0,['ros'],,PlotJuggler/PlotJuggler
12,behaviortree-cpp,BehaviorTree/BehaviorTree.CPP,ros,Behavior Trees Library in C++.,https://github.com/BehaviorTree/BehaviorTree.CPP,https://github.com/BehaviorTree/BehaviorTree.CPP,MIT,2018-10-16 16:19:58,2026-04-07 19:28:23,2026-04-07 19:26:09,1643.0,80.0,812.0,73.0,418.0,29.0,610.0,3993.0,2026-02-11 10:02:09,4.9.0,,,31.0,,,154.0,25,True,1.0,"['cpp', 'mit']",,
13,gtsam,borglab/gtsam,libraries-frameworks,"A BSD-licensed C++ library that implements sensor fusion for robotics and computer vision applications, including..",https://github.com/borglab/gtsam,https://github.com/borglab/gtsam,,2017-03-27 17:12:06,2026-04-29 03:39:31,2026-04-28 17:09:20,20772.0,494.0,895.0,60.0,1718.0,114.0,601.0,3407.0,2026-04-29 03:39:31,4.2.1,,,19.0,,,308.0,25,False,2.0,['cpp'],,
14,paparazzi,paparazzi/paparazzi,drones,Open-source drone hardware and software project encompassing autopilot systems and ground station software for..,https://github.com/paparazzi/paparazzi,https://github.com/paparazzi/paparazzi,GPL-2.0,2010-11-10 11:14:08,2026-04-27 19:43:20,2026-04-27 19:43:20,16658.0,62.0,936.0,159.0,2797.0,57.0,781.0,1675.0,2024-05-21 13:47:57,6.4.0_stable,12923.0,84.0,24.0,,,174.0,25,True,3.0,,,
15,crocoddyl,loco-3d/crocoddyl,libraries-frameworks,An optimal control library for robot control under contact sequence based on various efficient Differential Dynamic..,https://github.com/loco-3d/crocoddyl,https://github.com/loco-3d/crocoddyl,BSD-3-Clause,2019-06-04 11:46:13,2026-04-28 09:28:57,2026-04-28 09:28:53,6638.0,30.0,202.0,23.0,608.0,15.0,847.0,1203.0,2025-12-09 15:27:11,3.2.0,23169.0,289.0,22.0,,,62.0,25,True,2.0,['cpp'],,
16,openpose,CMU-Perceptual-Computing-Lab/openpose,libraries-frameworks,"Real-time multi-person keypoint detection library for body, face, hands, and foot estimation.",https://github.com/CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,,2017-04-24 14:06:31,2024-08-03 01:59:11,2024-08-03 01:40:45,716.0,,7836.0,902.0,264.0,340.0,1667.0,34055.0,2020-11-17 05:48:13,1.7.0,339774.0,3331.0,15.0,,,109.0,24,False,2.0,,,
17,donkeycar,autorope/donkeycar,open-source-robots,"DIY self-driving platform for small scale cars. Requires an R/C car, Raspberry Pi and is programmed in Python.",https://github.com/autorope/donkeycar,https://github.com/autorope/donkeycar,MIT,2016-12-10 06:35:09,2026-04-19 14:56:31,2026-04-11 15:33:37,2214.0,9.0,1218.0,158.0,763.0,98.0,373.0,3428.0,2026-03-29 21:19:50,5.3.0,,,20.0,,,137.0,24,True,1.0,"['python', 'mit']",,
18,robotics-toolbox-python,petercorke/robotics-toolbox-python,libraries-frameworks,"This toolbox brings robotics-specific functionality to Python, leveraging Pythons advantages of portability, ubiquity..",https://github.com/petercorke/robotics-toolbox-python,https://github.com/petercorke/robotics-toolbox-python,MIT,2015-04-06 05:05:25,2024-09-03 22:16:41,2024-08-15 23:12:44,2636.0,,569.0,60.0,107.0,91.0,259.0,3070.0,2023-05-14 06:46:23,1.1.0,,,12.0,306.0,306.0,22.0,24,False,2.0,"['python', 'mit']",,
19,mjbots-quad-a0,mjbots/moteus,open-source-robots,"The mjbots quad A0 is a small dynamic quadruped, like the MIT mini-Cheetah, but fully open source.",https://github.com/mjbots/moteus,https://github.com/mjbots/moteus,Apache-2.0,2019-03-08 02:43:21,2026-04-30 15:46:34,2026-04-30 14:27:17,2050.0,74.0,337.0,48.0,36.0,1.0,77.0,1159.0,2026-04-30 15:46:35,0.1-20260430,5151.0,81.0,53.0,38.0,38.0,9.0,24,True,1.0,['apache'],,
20,yarp,robotology/yarp,middleware,Yet Another Robot Platform middleware for robotics.,https://github.com/robotology/yarp,https://github.com/robotology/yarp,,2013-04-18 09:13:24,2026-04-25 20:19:57,2026-04-25 20:19:57,19020.0,46.0,211.0,56.0,1921.0,231.0,1072.0,590.0,2025-12-10 13:23:46,3.12.2,43739.0,336.0,88.0,,,116.0,24,False,2.0,,,
21,nasa-open-source-rover,nasa-jpl/open-source-rover,open-source-robots,"A build-it-yourself, 6-wheel rover based on the rovers on Mars.",https://github.com/nasa-jpl/open-source-rover,https://github.com/nasa-jpl/open-source-rover,Apache-2.0,2018-06-29 23:57:16,2026-04-22 22:39:20,2026-04-22 22:39:20,1008.0,5.0,1437.0,450.0,219.0,14.0,271.0,9259.0,2023-09-14 23:11:00,4.0.0,,,4.0,,,50.0,23,True,1.0,['apache'],,
22,ros,ros2/ros2,middleware,The Robot Operating System (ROS) is a set of software libraries and tools that help you build robot applications.,https://github.com/ros2/ros2,https://github.com/ros2/ros2,,2015-02-24 22:46:55,2026-04-30 06:53:23,2026-04-30 04:45:26,309.0,12.0,830.0,239.0,613.0,158.0,1009.0,5424.0,2026-02-20 17:15:13,release-humble-20260220,561145.0,4599.0,100.0,,,62.0,23,False,3.0,,,
23,ompl,ompl/ompl,libraries-frameworks,OMPL consists of many state-of-the-art sampling-based motion planning algorithms.,https://github.com/ompl/ompl,https://github.com/ompl/ompl,,2014-05-20 14:22:59,2026-04-25 04:51:11,2026-04-25 04:51:11,5334.0,158.0,624.0,39.0,450.0,64.0,901.0,2030.0,2026-04-06 21:11:34,2.0.0,5900.0,57.0,9.0,,,118.0,23,False,2.0,['cpp'],,
24,pythonrobotics,AtsushiSakai/PythonRobotics,education,Python sample codes for robotics algorithms.,https://github.com/AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,,2016-03-21 09:34:43,2026-04-27 23:30:49,2026-04-11 18:26:58,2219.0,5.0,6879.0,534.0,972.0,18.0,367.0,29311.0,,,,,,21.0,21.0,147.0,22,False,1.0,"['python', 'mit']",,
25,kalman-and-bayesian-filters,rlabbe/Kalman-and-Bayesian-Filters-in-Python,education,"Kalman Filter book using Jupyter Notebook focusing on building intuition and experience, not formal proofs.",https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,,2014-05-16 19:24:36,2024-08-07 13:19:15,2024-07-15 04:59:10,1440.0,,4248.0,475.0,193.0,122.0,215.0,18924.0,2020-10-13 23:41:46,2.0,,,2.0,20.0,20.0,111.0,22,False,1.0,['python'],,
26,cartographer,googlecartographer/cartographer,libraries-frameworks,"2D and 3D SLAM library, supports multiple platforms and sensor configurations.",https://github.com/cartographer-project/cartographer,https://github.com/cartographer-project/cartographer,Apache-2.0,2016-08-02 06:55:43,2024-01-05 19:21:01,2024-01-05 19:05:32,1177.0,,2191.0,376.0,1308.0,229.0,440.0,7843.0,2021-03-11 11:10:16,2.0.0,,,5.0,,,57.0,22,False,3.0,"['cpp', 'apache']",,cartographer-project/cartographer
27,openbot,intel-isl/OpenBot,open-source-robots,$50 robot car that interfaces with smartphone for high level control.,https://github.com/ob-f/OpenBot,https://github.com/ob-f/OpenBot,MIT,2020-07-31 09:46:23,2025-05-29 08:18:44,2025-05-29 08:18:39,1189.0,,614.0,146.0,302.0,34.0,172.0,3263.0,2025-03-03 04:38:57,0.8.0,16143.0,240.0,14.0,,,39.0,22,True,2.0,['mit'],,ob-f/OpenBot
28,copper,copper-project/copper-rs,middleware,Copper is a user-friendly runtime engine for creating fast and reliable robots - what a game engine is to games.,https://github.com/copper-project/copper-rs,https://github.com/copper-project/copper-rs,Apache-2.0,2020-08-27 13:59:54,2026-04-30 18:04:15,2026-04-30 17:59:47,1293.0,249.0,85.0,10.0,942.0,17.0,104.0,1287.0,,,,,,4.0,4.0,31.0,20,True,3.0,['apache'],4.0,
29,roslibjs,RobotWebTools/roslibjs,ros,A standard ROS JavaScript library.,https://github.com/RobotWebTools/roslibjs,https://github.com/RobotWebTools/roslibjs,,2013-03-15 00:50:47,2026-04-28 09:13:48,2026-04-28 09:13:45,1167.0,32.0,395.0,43.0,891.0,19.0,268.0,816.0,2026-03-03 17:47:33,2.1.0,317.0,2.0,17.0,3.0,3.0,83.0,20,False,2.0,"['ros', 'javascript']",,
30,aerostack2,aerostack2/aerostack2,ros,Framework that helps developers design and build the control architecture of aerial robotic systems.,https://github.com/aerostack2/aerostack2,https://github.com/aerostack2/aerostack2,BSD-3-Clause,2022-12-09 10:04:25,2026-04-28 12:04:26,2026-04-28 12:04:26,2093.0,67.0,79.0,10.0,544.0,64.0,288.0,332.0,2025-07-23 18:23:32,1.1.3,,,12.0,,,22.0,20,True,2.0,"['ros', 'cpp']",,
31,slam-toolbox,SteveMacenski/slam_toolbox,libraries-frameworks,A ROS package for 2D lifelong mapping and localization in potentially massive maps.,https://github.com/SteveMacenski/slam_toolbox,https://github.com/SteveMacenski/slam_toolbox,LGPL-2.1,2018-05-15 23:12:06,2026-04-29 22:38:14,2026-04-06 21:01:56,566.0,1.0,660.0,39.0,411.0,47.0,388.0,2442.0,2026-04-29 22:38:15,2.8.5,,,51.0,,,83.0,19,False,3.0,['ros'],,
32,webviz,cruise-automation/webviz,ros,A web based application for playback and visualization of ROS bag files made by Cruise Automation.,https://github.com/cruise-automation/webviz,https://github.com/cruise-automation/webviz,Apache-2.0,2018-12-08 17:44:22,2022-12-17 00:27:21,2022-03-10 20:23:03,393.0,,441.0,55.0,541.0,127.0,106.0,2298.0,,,,,,49.0,49.0,28.0,19,False,2.0,"['ros', 'apache']",,
33,astrobee,nasa/astrobee,ros,NASA Astrobee Robot Software.,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-12-02 17:42:45,2025-12-02 17:42:45,553.0,,351.0,62.0,621.0,14.0,194.0,1280.0,2024-07-19 22:29:17,0.19.1,,,23.0,,,22.0,19,True,2.0,"['ros', 'apache']",,
34,exotica,ipab-slmc/exotica,libraries-frameworks,"A general Optimisation Toolset for Robotics platforms, written in C++ with bindings for Python.",https://github.com/ipab-slmc/exotica,https://github.com/ipab-slmc/exotica,BSD-3-Clause,2015-10-20 13:24:57,2026-02-27 17:03:51,2024-05-27 00:27:27,3506.0,,69.0,44.0,501.0,57.0,200.0,163.0,2020-02-10 19:31:47,5.1.2,,,3.0,,,23.0,19,False,3.0,"['cpp', 'python']",,
35,segment-anything,facebookresearch/segment-anything,libraries-frameworks,The Segment Anything Model (SAM) produces high quality object masks from input prompts such as points or boxes.,https://github.com/facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,Apache-2.0,2023-03-23 17:03:03,2024-09-18 17:46:55,2024-09-18 17:46:55,49.0,,6235.0,330.0,129.0,535.0,182.0,54069.0,,,,,,,,17.0,18,False,3.0,['apache'],,
36,openmower,ClemensElflein/OpenMower,open-source-robots,"An open-source, RTK-GPS enabled mower project.",https://github.com/ClemensElflein/OpenMower,https://github.com/ClemensElflein/OpenMower,,2022-01-26 15:24:24,2025-05-09 09:47:29,2025-05-09 09:43:12,359.0,,371.0,236.0,68.0,13.0,40.0,6477.0,2023-04-27 20:01:01,0.13.2,7316.0,159.0,11.0,,,14.0,18,False,2.0,,,
37,wireviz,formatc1702/WireViz,electronics,"A tool for documenting cables, wiring harnesses and connector pinouts by describing them in YAML format.",https://github.com/wireviz/WireViz,https://github.com/wireviz/WireViz,GPL-3.0,2020-05-20 17:15:04,2025-03-08 09:36:35,2025-02-14 23:11:55,514.0,,281.0,80.0,175.0,153.0,165.0,5100.0,2024-07-13 14:22:50,0.1,553.0,26.0,7.0,,,23.0,18,False,1.0,['gpl'],,wireviz/WireViz
38,ceres-solver,ceres-solver/ceres-solver,libraries-frameworks,"An open source C++ library for modeling and solving large, complicated optimization problems, used for bundle..",https://github.com/ceres-solver/ceres-solver,https://github.com/ceres-solver/ceres-solver,,2014-01-06 06:44:59,2026-04-13 16:48:06,2026-04-08 06:16:48,2271.0,23.0,1074.0,101.0,70.0,87.0,1006.0,4459.0,,,,,,,,119.0,18,False,3.0,['cpp'],,
39,robotics-library,roboticslibrary/rl,libraries-frameworks,"Self-contained C++ library for rigid body kinematics and dynamics, motion planning, and control.",https://github.com/roboticslibrary/rl,https://github.com/roboticslibrary/rl,BSD-2-Clause,2014-06-11 18:59:13,2025-04-15 21:15:32,2025-04-15 21:04:47,548.0,,234.0,43.0,9.0,53.0,42.0,1170.0,2018-01-01 17:19:21,0.7.0,10284.0,72.0,2.0,,,5.0,18,True,3.0,['cpp'],,
40,fields2cover,Fields2Cover/Fields2Cover,libraries-frameworks,A modular and extensible Coverage Path Planning library.,https://github.com/Fields2Cover/Fields2Cover,https://github.com/Fields2Cover/Fields2Cover,BSD-3-Clause,2022-06-08 03:01:32,2026-03-02 09:43:41,2026-01-09 15:22:29,491.0,,173.0,21.0,75.0,21.0,106.0,795.0,2023-11-14 22:19:03,1.2.1,233.0,8.0,2.0,,,24.0,18,True,3.0,['cpp'],3.0,
41,mvsim,MRPT/mvsim,simulators,"Lightweight, dynamical simulator for 2D vehicles and robots.",https://github.com/MRPT/mvsim,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2026-03-25 00:00:35,2026-03-17 08:22:57,1397.0,106.0,56.0,9.0,64.0,3.0,30.0,402.0,2024-05-09 10:28:56,0.9.4,,,8.0,,,9.0,18,True,3.0,['cpp'],,
42,best-of-robot-simulators,knmcguire/best-of-robot-simulators,other,Best of robot simulators list.,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-04-30 12:14:16,2026-04-30 12:14:16,200.0,14.0,92.0,17.0,118.0,17.0,121.0,1303.0,2026-04-30 12:14:27,2026.04.29,,,56.0,,,12.0,17,True,1.0,,,
43,videoflow,videoflow/videoflow,libraries-frameworks,Python framework that facilitates the quick development of complex video analysis applications in a multiprocessing..,https://github.com/videoflow/videoflow,https://github.com/videoflow/videoflow,MIT,2019-04-15 19:47:22,2022-01-20 14:23:58,2022-01-20 14:23:58,507.0,,86.0,21.0,79.0,15.0,37.0,1030.0,2020-03-19 13:54:45,0.2.10,1999.0,24.0,15.0,6.0,6.0,16.0,17,False,3.0,"['python', 'mit']",,
44,stmbl,rene-dev/stmbl,motor-control,AC Servo Driver for STM32F4.,https://github.com/rene-dev/stmbl,https://github.com/rene-dev/stmbl,GPL-3.0,2013-12-09 22:03:17,2023-08-23 21:51:51,2022-03-22 11:21:30,2597.0,,423.0,168.0,60.0,17.0,44.0,961.0,2018-12-03 18:12:20,0.9.18,2103.0,16.0,11.0,,,16.0,17,False,1.0,['gpl'],,
45,pyrobosim,sea-bass/pyrobosim,simulators,ROS2 enabled 2D mobile robot simulator for behavior prototyping.,https://github.com/sea-bass/pyrobosim,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2026-04-06 16:46:33,2026-04-06 16:46:31,551.0,6.0,69.0,15.0,305.0,6.0,120.0,379.0,2026-02-28 16:16:06,4.3.4,,,17.0,7.0,7.0,20.0,17,True,3.0,['python'],,
46,turtlebot,turtlebot/turtlebot,open-source-robots,"A popular, low-cost, personal robot kit with open-source software, created at Willow Garage.",https://github.com/turtlebot/turtlebot,https://github.com/turtlebot/turtlebot,BSD-3-Clause,2012-09-24 08:46:38,2023-05-29 12:48:05,2021-03-21 01:33:25,1142.0,,300.0,45.0,104.0,29.0,167.0,331.0,,,,,,,,52.0,17,False,2.0,['ros'],,
47,machine-learning-course,instillai/machine-learning-course,education,Freely available Machine Learning course using Python developed by Machine Learning Mindset.,https://github.com/instillai/machine-learning-course,https://github.com/instillai/machine-learning-course,,2019-02-15 00:23:19,2024-11-27 03:47:57,2024-11-27 03:47:56,362.0,,1203.0,299.0,33.0,1.0,3.0,7045.0,2019-12-19 18:03:50,1.0,,,1.0,20.0,20.0,10.0,16,False,3.0,['python'],,
48,so-arm100,TheRobotStudio/SO-ARM100,open-source-robots,Open Source 3D printable low-cost robot arm for accessible end-to-end learning.,https://github.com/TheRobotStudio/SO-ARM100,https://github.com/TheRobotStudio/SO-ARM100,Apache-2.0,2024-05-10 22:07:52,2026-02-26 14:29:08,2026-02-26 14:29:08,220.0,2.0,546.0,85.0,77.0,60.0,22.0,6162.0,,,,,1.0,,,33.0,16,True,2.0,['apache'],,
49,lio-sam,TixiaoShan/LIO-SAM,libraries-frameworks,A real-time lidar-inertial odometry package with very promising results for multi-beam LiDARS.,https://github.com/TixiaoShan/LIO-SAM,https://github.com/TixiaoShan/LIO-SAM,BSD-3-Clause,2020-07-01 03:44:07,2025-02-14 10:05:51,2023-04-17 18:58:27,146.0,,1429.0,69.0,56.0,170.0,348.0,4714.0,,,,,,,,12.0,16,False,3.0,['cpp'],,
50,isaac-sim,isaac-sim/IsaacSim,simulators,"Proprietary simulator from NVIDIA with advanced physics, AI-based features, and GPU-accelerated capabilities.",https://github.com/isaac-sim/IsaacSim,https://github.com/isaac-sim/IsaacSim,,2025-05-28 18:38:18,2026-03-31 00:56:43,2025-11-20 23:21:27,32.0,,417.0,21.0,20.0,68.0,297.0,3110.0,2025-10-21 19:49:18,5.1.0,,,4.0,,,5.0,16,False,3.0,,,
51,jslee02-awesome-robotics-libraries,jslee02/awesome-robotics-libraries,other,Awesome robotics libraries list by jslee02.,https://github.com/jslee02/awesome-robotics-libraries,https://github.com/jslee02/awesome-robotics-libraries,CC0-1.0,2016-04-16 20:44:29,2026-04-27 06:54:29,2026-04-07 03:05:27,385.0,34.0,438.0,115.0,87.0,,12.0,2890.0,,,,,,,,42.0,16,False,1.0,,3.0,
52,linorobot,linorobot/linorobot,open-source-robots,"ROS Compatible ground robots (2WD, 4WD, Ackermann Steering, Mecanum Drive).",https://github.com/linorobot/linorobot,https://github.com/linorobot/linorobot,BSD-2-Clause,2016-02-28 16:56:47,2023-05-10 19:54:23,2022-07-11 00:04:07,217.0,,347.0,59.0,15.0,26.0,43.0,1095.0,2018-11-06 02:51:26,1.4.0,,,9.0,,,5.0,16,False,2.0,['ros'],,
53,quad-sdk,robomechanics/quad-sdk,ros,ROS-based framework for agile quadrupedal locomotion.,https://github.com/robomechanics/quad-sdk,https://github.com/robomechanics/quad-sdk,MIT,2020-08-30 19:19:34,2026-04-30 03:38:44,2024-04-25 19:45:58,150.0,,155.0,22.0,199.0,5.0,244.0,927.0,,,,,,,,12.0,16,False,2.0,"['ros', 'mit']",,
54,awesome-llm-robotics,GT-RIPL/Awesome-LLM-Robotics,other,Awesome LLM robotics list.,https://github.com/GT-RIPL/Awesome-LLM-Robotics,https://github.com/GT-RIPL/Awesome-LLM-Robotics,BSD-3-Clause,2022-08-12 14:35:01,2026-04-09 12:45:04,2026-04-09 12:45:03,231.0,2.0,323.0,106.0,95.0,7.0,10.0,4352.0,,,,,,,,70.0,15,True,2.0,,-2.0,
55,stanford-doggo,Nate711/StanfordDoggoProject,open-source-robots,Stanford Doggo is a highly agile robot designed to provide an accessible platform for legged robot research.,https://github.com/Nate711/StanfordDoggoProject,https://github.com/Nate711/StanfordDoggoProject,MIT,2018-09-13 04:43:31,2024-07-08 02:08:11,2024-07-08 02:08:11,35.0,,732.0,187.0,2.0,11.0,44.0,2515.0,2019-05-25 04:58:25,1.0,,,1.0,,,3.0,15,False,2.0,['mit'],,
56,flightmare,uzh-rpg/flightmare,simulators,An Open Flexible Quadrotor Simulator.,https://github.com/uzh-rpg/flightmare,https://github.com/uzh-rpg/flightmare,,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,384.0,34.0,37.0,117.0,62.0,1355.0,2020-12-01 16:59:05,0.0.5,6617.0,97.0,5.0,,,7.0,15,False,3.0,['mit'],,
57,poppy-humanoid,poppy-project/poppy-humanoid,open-source-robots,An open-source and 3D printed humanoid robot.,https://github.com/poppy-project/poppy-humanoid,https://github.com/poppy-project/poppy-humanoid,,2015-01-09 10:23:33,2021-12-06 18:19:35,2021-12-06 18:19:35,275.0,,266.0,146.0,24.0,5.0,14.0,892.0,2020-11-03 20:20:31,3.0.0,41353.0,310.0,5.0,,,11.0,15,False,2.0,,,
58,awesome-ros2,fkromer/awesome-ros2,other,Awesome ROS 2 list.,https://github.com/fkromer/awesome-ros2,https://github.com/fkromer/awesome-ros2,,2017-10-02 08:50:00,2023-08-18 07:40:50,2023-08-18 07:40:50,328.0,,321.0,81.0,47.0,,,2083.0,,,,,,8.0,8.0,44.0,14,False,2.0,,,
59,ros-robotics-companies,vmayoral/ros-robotics-companies,other,A list of companies using ROS 1 or ROS 2.,https://github.com/vmayoral/ros-robotics-companies,https://github.com/vmayoral/ros-robotics-companies,,2022-05-19 08:24:38,2026-04-19 08:53:35,2026-04-19 08:53:35,747.0,5.0,226.0,58.0,100.0,1.0,11.0,1850.0,,,,,,,,78.0,14,False,2.0,,,
60,wavemap,ethz-asl/wavemap,ros,"Fast, efficient and accurate multi-resolution, multi-sensor 3D occupancy mapping.",https://github.com/ethz-asl/wavemap,https://github.com/ethz-asl/wavemap,BSD-3-Clause,2021-10-27 17:07:14,2024-12-30 18:41:05,2024-12-10 14:12:04,1315.0,,50.0,19.0,53.0,9.0,20.0,557.0,2024-12-10 14:19:28,2.2.1,135.0,4.0,22.0,,,8.0,14,False,2.0,"['ros', 'cpp']",,
