,name,github_id,category,description,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
0,mujoco,google-deepmind/mujoco,simulators,"Multi-Joint dynamics with Contact (MuJoCo) is a physics engine for fast, accurate robot simulation and optimization.",https://github.com/google-deepmind/mujoco,https://github.com/google-deepmind/mujoco,Apache-2.0,2021-08-27 12:25:48,2026-05-07 18:34:01,2026-05-07 18:33:18,4655.0,582.0,1476.0,125.0,539.0,155.0,1689.0,13379.0,2026-04-24 23:03:38,3.8.0,1003747.0,18249.0,47.0,5370.0,5370.0,114.0,38,True,1.0,,,
1,rerun,rerun-io/rerun,libraries-frameworks,An SDK for logging computer vision and robotics data paired with a visualizer for exploring that data over time.,https://github.com/rerun-io/rerun,https://github.com/rerun-io/rerun,Apache-2.0,2022-04-08 07:30:05,2026-05-07 18:21:36,2026-05-07 17:30:31,8775.0,815.0,712.0,71.0,8234.0,1306.0,3065.0,10657.0,2026-04-29 08:22:42,0.31.4,262087.0,6720.0,73.0,293.0,293.0,159.0,36,True,1.0,"['mit', 'apache']",,
2,px4,PX4/PX4-Autopilot,drones,PX4 is an open source flight control software for drones and other unmanned vehicles.,https://github.com/PX4/PX4-Autopilot,https://github.com/PX4/PX4-Autopilot,BSD-3-Clause,2012-08-04 21:19:36,2026-05-07 17:41:22,2026-05-07 17:24:47,49744.0,1264.0,14367.0,469.0,18679.0,997.0,7578.0,11663.0,2026-04-22 14:13:56,1.16.2,11084.0,93.0,100.0,,,1100.0,35,True,1.0,,,
3,lerobot,huggingface/lerobot,libraries-frameworks,"Developed by Hugging Face, LeRobot provides models, datasets and tools for real-world robotics in PyTorch.",https://github.com/huggingface/lerobot,https://github.com/huggingface/lerobot,Apache-2.0,2024-01-26 15:50:41,2026-05-07 16:38:42,2026-05-07 15:52:34,1437.0,193.0,4209.0,152.0,2272.0,328.0,921.0,23816.0,2026-04-07 14:57:52,0.5.1,904.0,100.0,9.0,273.0,273.0,211.0,34,True,1.0,"['python', 'apache']",5.0,
4,open3d,isl-org/Open3D,libraries-frameworks,An open-source library that supports rapid development of software that deals with 3D data.,https://github.com/isl-org/Open3D,https://github.com/isl-org/Open3D,,2016-12-02 16:40:38,2026-05-07 18:14:27,2026-05-07 17:24:15,4232.0,12.0,2464.0,199.0,2872.0,1294.0,2800.0,13557.0,2025-01-08 07:31:27,0.19.0,767739.0,7754.0,23.0,15034.0,15034.0,279.0,34,False,1.0,"['cpp', 'python', 'mit']",,
5,ardupilot,ArduPilot/ardupilot,drones,"Open Source autopilot for multirotors, fixed wings, rovers, boats and submarines.",https://github.com/ArduPilot/ardupilot,https://github.com/ArduPilot/ardupilot,GPL-3.0,2013-01-09 00:58:52,2026-05-07 03:30:03,2026-05-07 03:30:03,71977.0,1102.0,19821.0,675.0,25373.0,1651.0,5964.0,15027.0,2025-11-20 05:47:48,Plane-4.6.3,,,86.0,,,1303.0,32,True,3.0,,,
6,airsim,microsoft/AirSim,simulators,"A simulator for drones, cars and more, built on Unreal Engine and made by Microsoft.",https://github.com/microsoft/AirSim,https://github.com/microsoft/AirSim,,2017-02-14 00:52:29,2026-03-15 23:17:10,2026-03-15 23:17:09,3562.0,1.0,4522.0,573.0,914.0,681.0,2729.0,18156.0,2022-07-18 20:11:48,1.8.1,691453.0,6648.0,30.0,441.0,441.0,244.0,30,False,2.0,['mit'],,
7,dora,dora-rs/dora,middleware,Middleware designed to streamline and simplify the creation of AI-based robotic applications.,https://github.com/dora-rs/dora,https://github.com/dora-rs/dora,Apache-2.0,2022-02-17 21:33:07,2026-05-06 07:42:30,2026-05-05 10:47:57,4937.0,495.0,387.0,56.0,1253.0,114.0,276.0,3750.0,2026-03-25 18:24:38,0.5.0,7707.0,183.0,70.0,59.0,59.0,98.0,30,True,1.0,['apache'],,
8,open-mct,nasa/openmct,gui-tools,Open MCT (Open Mission Control Technologies) is a next-generation mission control framework for visualization of data..,https://github.com/nasa/openmct,https://github.com/nasa/openmct,,2015-06-02 18:40:28,2026-05-07 16:32:12,2026-04-28 01:21:02,8109.0,15.0,1388.0,273.0,4220.0,912.0,2968.0,12948.0,2025-02-04 21:39:34,4.1.0,829.0,6.0,66.0,179.0,179.0,107.0,28,False,1.0,['apache'],,
9,webots,cyberbotics/webots,simulators,"Free and open source simulator that includes a large collection of robots, sensors, actuators and objects models.",https://github.com/cyberbotics/webots,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2026-05-06 23:30:36,2026-05-04 13:30:21,15746.0,15.0,1941.0,75.0,4701.0,230.0,1677.0,4335.0,2025-02-04 12:36:33,R2025a,1852138.0,20810.0,17.0,,,143.0,28,True,2.0,,,
10,pinocchio,stack-of-tasks/pinocchio,libraries-frameworks,A fast and flexible implementation of Rigid Body Dynamics algorithms and their analytical derivatives.,https://github.com/stack-of-tasks/pinocchio,https://github.com/stack-of-tasks/pinocchio,BSD-2-Clause,2014-10-07 15:42:51,2026-05-05 01:35:20,2026-05-04 07:55:32,13077.0,677.0,500.0,66.0,1437.0,90.0,1094.0,3340.0,2026-04-13 12:17:49,4.0.0,107365.0,807.0,90.0,,,117.0,28,True,2.0,['cpp'],,
11,plotjuggler,facontidavide/PlotJuggler,ros,"QT5 based application to display time series in plots, using an intuitive drag and drop interface.",https://github.com/PlotJuggler/PlotJuggler,https://github.com/PlotJuggler/PlotJuggler,MPL-2.0,2016-03-01 21:05:42,2026-05-06 14:12:22,2026-05-06 14:12:13,2829.0,207.0,734.0,90.0,489.0,120.0,678.0,5878.0,2026-04-29 00:28:54,3.17.1,98706.0,829.0,87.0,,,148.0,27,True,1.0,['ros'],,PlotJuggler/PlotJuggler
12,gtsam,borglab/gtsam,libraries-frameworks,"A BSD-licensed C++ library that implements sensor fusion for robotics and computer vision applications, including..",https://github.com/borglab/gtsam,https://github.com/borglab/gtsam,,2017-03-27 17:12:06,2026-05-06 05:37:29,2026-05-06 05:37:23,20804.0,490.0,897.0,60.0,1724.0,112.0,603.0,3420.0,2026-04-29 03:39:31,4.2.1,,,19.0,,,309.0,25,False,2.0,['cpp'],,
13,paparazzi,paparazzi/paparazzi,drones,Open-source drone hardware and software project encompassing autopilot systems and ground station software for..,https://github.com/paparazzi/paparazzi,https://github.com/paparazzi/paparazzi,GPL-2.0,2010-11-10 11:14:08,2026-05-06 09:28:42,2026-05-04 16:47:53,16659.0,57.0,936.0,159.0,2800.0,57.0,781.0,1675.0,2024-05-21 13:47:57,6.4.0_stable,12937.0,84.0,24.0,,,174.0,25,True,3.0,,,
14,crocoddyl,loco-3d/crocoddyl,libraries-frameworks,An optimal control library for robot control under contact sequence based on various efficient Differential Dynamic..,https://github.com/loco-3d/crocoddyl,https://github.com/loco-3d/crocoddyl,BSD-3-Clause,2019-06-04 11:46:13,2026-05-05 12:25:28,2026-05-05 12:25:24,6641.0,33.0,201.0,23.0,609.0,15.0,847.0,1206.0,2025-12-09 15:27:11,3.2.0,23169.0,286.0,22.0,,,62.0,25,True,2.0,['cpp'],,
15,openpose,CMU-Perceptual-Computing-Lab/openpose,libraries-frameworks,"Real-time multi-person keypoint detection library for body, face, hands, and foot estimation.",https://github.com/CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,,2017-04-24 14:06:31,2024-08-03 01:59:11,2024-08-03 01:40:45,716.0,,7835.0,901.0,264.0,340.0,1667.0,34064.0,2020-11-17 05:48:13,1.7.0,339950.0,3300.0,15.0,,,109.0,24,False,2.0,,,
16,behaviortree-cpp,BehaviorTree/BehaviorTree.CPP,ros,Behavior Trees Library in C++.,https://github.com/BehaviorTree/BehaviorTree.CPP,https://github.com/BehaviorTree/BehaviorTree.CPP,MIT,2018-10-16 16:19:58,2026-04-07 19:28:23,2026-04-07 19:26:09,1643.0,18.0,816.0,73.0,419.0,29.0,611.0,4006.0,2026-02-11 10:02:09,4.9.0,,,31.0,,,154.0,24,True,1.0,"['cpp', 'mit']",,
17,donkeycar,autorope/donkeycar,open-source-robots,"DIY self-driving platform for small scale cars. Requires an R/C car, Raspberry Pi and is programmed in Python.",https://github.com/autorope/donkeycar,https://github.com/autorope/donkeycar,MIT,2016-12-10 06:35:09,2026-04-19 14:56:31,2026-04-11 15:33:37,2214.0,7.0,1221.0,158.0,763.0,98.0,373.0,3438.0,2026-03-29 21:19:50,5.3.0,,,20.0,,,137.0,24,True,1.0,"['python', 'mit']",,
18,robotics-toolbox-python,petercorke/robotics-toolbox-python,libraries-frameworks,"This toolbox brings robotics-specific functionality to Python, leveraging Pythons advantages of portability, ubiquity..",https://github.com/petercorke/robotics-toolbox-python,https://github.com/petercorke/robotics-toolbox-python,MIT,2015-04-06 05:05:25,2024-09-03 22:16:41,2024-08-15 23:12:44,2636.0,,569.0,60.0,108.0,91.0,259.0,3075.0,2023-05-14 06:46:23,1.1.0,,,12.0,306.0,306.0,22.0,24,False,2.0,"['python', 'mit']",,
19,mjbots-quad-a0,mjbots/moteus,open-source-robots,"The mjbots quad A0 is a small dynamic quadruped, like the MIT mini-Cheetah, but fully open source.",https://github.com/mjbots/moteus,https://github.com/mjbots/moteus,Apache-2.0,2019-03-08 02:43:21,2026-05-06 19:47:14,2026-05-06 19:38:13,2113.0,137.0,337.0,48.0,36.0,1.0,77.0,1162.0,2026-05-05 19:32:05,0.1-20260505,5193.0,81.0,54.0,39.0,39.0,9.0,24,True,1.0,['apache'],,
20,nasa-open-source-rover,nasa-jpl/open-source-rover,open-source-robots,"A build-it-yourself, 6-wheel rover based on the rovers on Mars.",https://github.com/nasa-jpl/open-source-rover,https://github.com/nasa-jpl/open-source-rover,Apache-2.0,2018-06-29 23:57:16,2026-04-22 22:39:20,2026-04-22 22:39:20,1008.0,5.0,1436.0,450.0,219.0,14.0,271.0,9265.0,2023-09-14 23:11:00,4.0.0,,,4.0,,,50.0,23,True,1.0,['apache'],,
21,ros,ros2/ros2,middleware,The Robot Operating System (ROS) is a set of software libraries and tools that help you build robot applications.,https://github.com/ros2/ros2,https://github.com/ros2/ros2,,2015-02-24 22:46:55,2026-04-30 22:48:43,2026-04-30 04:45:26,309.0,12.0,833.0,240.0,617.0,159.0,1009.0,5457.0,2026-02-20 17:15:13,release-humble-20260220,563790.0,4659.0,100.0,,,62.0,23,False,2.0,,,
22,ompl,ompl/ompl,libraries-frameworks,OMPL consists of many state-of-the-art sampling-based motion planning algorithms.,https://github.com/ompl/ompl,https://github.com/ompl/ompl,,2014-05-20 14:22:59,2026-05-03 15:12:18,2026-05-03 15:12:18,5337.0,152.0,624.0,39.0,450.0,64.0,902.0,2041.0,2026-04-06 21:11:34,2.0.0,5956.0,57.0,9.0,,,118.0,23,False,2.0,['cpp'],,
23,yarp,robotology/yarp,middleware,Yet Another Robot Platform middleware for robotics.,https://github.com/robotology/yarp,https://github.com/robotology/yarp,,2013-04-18 09:13:24,2026-04-25 20:19:57,2026-04-25 20:19:57,19020.0,32.0,212.0,56.0,1921.0,231.0,1072.0,590.0,2025-12-10 13:23:46,3.12.2,43743.0,333.0,88.0,,,116.0,23,False,2.0,,,
24,pythonrobotics,AtsushiSakai/PythonRobotics,education,Python sample codes for robotics algorithms.,https://github.com/AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,,2016-03-21 09:34:43,2026-04-27 23:30:49,2026-04-11 18:26:58,2219.0,5.0,6893.0,535.0,972.0,18.0,367.0,29431.0,,,,,,21.0,21.0,147.0,22,False,1.0,"['python', 'mit']",,
25,kalman-and-bayesian-filters,rlabbe/Kalman-and-Bayesian-Filters-in-Python,education,"Kalman Filter book using Jupyter Notebook focusing on building intuition and experience, not formal proofs.",https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,https://github.com/rlabbe/Kalman-and-Bayesian-Filters-in-Python,,2014-05-16 19:24:36,2024-08-07 13:19:15,2024-07-15 04:59:10,1440.0,,4249.0,475.0,193.0,122.0,215.0,18942.0,2020-10-13 23:41:46,2.0,,,2.0,20.0,20.0,111.0,22,False,1.0,['python'],,
26,cartographer,googlecartographer/cartographer,libraries-frameworks,"2D and 3D SLAM library, supports multiple platforms and sensor configurations.",https://github.com/cartographer-project/cartographer,https://github.com/cartographer-project/cartographer,Apache-2.0,2016-08-02 06:55:43,2024-01-05 19:21:01,2024-01-05 19:05:32,1177.0,,2191.0,376.0,1308.0,229.0,440.0,7849.0,2021-03-11 11:10:16,2.0.0,,,5.0,,,57.0,22,False,3.0,"['cpp', 'apache']",,cartographer-project/cartographer
27,openbot,intel-isl/OpenBot,open-source-robots,$50 robot car that interfaces with smartphone for high level control.,https://github.com/ob-f/OpenBot,https://github.com/ob-f/OpenBot,MIT,2020-07-31 09:46:23,2025-05-29 08:18:44,2025-05-29 08:18:39,1189.0,,614.0,146.0,302.0,34.0,172.0,3265.0,2025-03-03 04:38:57,0.8.0,16227.0,238.0,14.0,,,39.0,22,True,2.0,['mit'],,ob-f/OpenBot
28,roslibjs,RobotWebTools/roslibjs,ros,A standard ROS JavaScript library.,https://github.com/RobotWebTools/roslibjs,https://github.com/RobotWebTools/roslibjs,,2013-03-15 00:50:47,2026-05-06 17:40:48,2026-05-06 17:40:46,1173.0,36.0,395.0,43.0,898.0,19.0,268.0,816.0,2026-03-03 17:47:33,2.1.0,317.0,2.0,17.0,3.0,3.0,83.0,20,False,2.0,"['ros', 'javascript']",,
29,aerostack2,aerostack2/aerostack2,ros,Framework that helps developers design and build the control architecture of aerial robotic systems.,https://github.com/aerostack2/aerostack2,https://github.com/aerostack2/aerostack2,BSD-3-Clause,2022-12-09 10:04:25,2026-05-07 16:28:59,2026-05-05 09:52:26,2095.0,47.0,80.0,10.0,554.0,62.0,290.0,336.0,2025-07-23 18:23:32,1.1.3,,,12.0,,,22.0,20,True,2.0,"['ros', 'cpp']",,
30,slam-toolbox,SteveMacenski/slam_toolbox,libraries-frameworks,A ROS package for 2D lifelong mapping and localization in potentially massive maps.,https://github.com/SteveMacenski/slam_toolbox,https://github.com/SteveMacenski/slam_toolbox,LGPL-2.1,2018-05-15 23:12:06,2026-04-29 22:38:14,2026-04-06 21:01:56,566.0,1.0,664.0,39.0,411.0,48.0,388.0,2456.0,2026-04-29 22:38:15,2.8.5,,,51.0,,,83.0,19,False,3.0,['ros'],,
31,webviz,cruise-automation/webviz,ros,A web based application for playback and visualization of ROS bag files made by Cruise Automation.,https://github.com/cruise-automation/webviz,https://github.com/cruise-automation/webviz,Apache-2.0,2018-12-08 17:44:22,2022-12-17 00:27:21,2022-03-10 20:23:03,393.0,,440.0,55.0,541.0,127.0,106.0,2298.0,,,,,,49.0,49.0,28.0,19,False,2.0,"['ros', 'apache']",,
32,astrobee,nasa/astrobee,ros,NASA Astrobee Robot Software.,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-12-02 17:42:45,2025-12-02 17:42:45,553.0,,353.0,62.0,621.0,15.0,194.0,1322.0,2024-07-19 22:29:17,0.19.1,,,23.0,,,22.0,19,True,2.0,"['ros', 'apache']",,
33,copper,copper-project/copper-rs,middleware,Copper is a user-friendly runtime engine for creating fast and reliable robots - what a game engine is to games.,https://github.com/copper-project/copper-rs,https://github.com/copper-project/copper-rs,Apache-2.0,2020-08-27 13:59:54,2026-05-07 15:31:39,2026-05-07 15:28:47,1309.0,245.0,85.0,10.0,958.0,17.0,104.0,1303.0,,,,,,,,32.0,19,True,3.0,['apache'],3.0,
34,segment-anything,facebookresearch/segment-anything,libraries-frameworks,The Segment Anything Model (SAM) produces high quality object masks from input prompts such as points or boxes.,https://github.com/facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,Apache-2.0,2023-03-23 17:03:03,2024-09-18 17:46:55,2024-09-18 17:46:55,49.0,,6236.0,330.0,129.0,535.0,182.0,54099.0,,,,,,,,17.0,18,False,3.0,['apache'],,
35,openmower,ClemensElflein/OpenMower,open-source-robots,"An open-source, RTK-GPS enabled mower project.",https://github.com/ClemensElflein/OpenMower,https://github.com/ClemensElflein/OpenMower,,2022-01-26 15:24:24,2025-05-09 09:47:29,2025-05-09 09:43:12,359.0,,371.0,237.0,68.0,13.0,40.0,6484.0,2023-04-27 20:01:01,0.13.2,7349.0,156.0,11.0,,,14.0,18,False,2.0,,,
36,wireviz,formatc1702/WireViz,electronics,"A tool for documenting cables, wiring harnesses and connector pinouts by describing them in YAML format.",https://github.com/wireviz/WireViz,https://github.com/wireviz/WireViz,GPL-3.0,2020-05-20 17:15:04,2025-03-08 09:36:35,2025-02-14 23:11:55,514.0,,283.0,80.0,177.0,154.0,165.0,5111.0,2024-07-13 14:22:50,0.1,569.0,25.0,7.0,,,23.0,18,False,1.0,['gpl'],,wireviz/WireViz
37,ceres-solver,ceres-solver/ceres-solver,libraries-frameworks,"An open source C++ library for modeling and solving large, complicated optimization problems, used for bundle..",https://github.com/ceres-solver/ceres-solver,https://github.com/ceres-solver/ceres-solver,,2014-01-06 06:44:59,2026-05-01 22:16:05,2026-05-01 21:31:18,2272.0,22.0,1076.0,100.0,70.0,84.0,1009.0,4466.0,,,,,,,,119.0,18,False,3.0,['cpp'],,
38,robotics-library,roboticslibrary/rl,libraries-frameworks,"Self-contained C++ library for rigid body kinematics and dynamics, motion planning, and control.",https://github.com/roboticslibrary/rl,https://github.com/roboticslibrary/rl,BSD-2-Clause,2014-06-11 18:59:13,2025-04-15 21:15:32,2025-04-15 21:04:47,548.0,,234.0,43.0,9.0,53.0,42.0,1173.0,2018-01-01 17:19:21,0.7.0,10287.0,71.0,2.0,,,5.0,18,False,3.0,['cpp'],,
39,fields2cover,Fields2Cover/Fields2Cover,libraries-frameworks,A modular and extensible Coverage Path Planning library.,https://github.com/Fields2Cover/Fields2Cover,https://github.com/Fields2Cover/Fields2Cover,BSD-3-Clause,2022-06-08 03:01:32,2026-03-02 09:43:41,2026-01-09 15:22:29,491.0,,173.0,21.0,75.0,21.0,106.0,795.0,2023-11-14 22:19:03,1.2.1,237.0,7.0,2.0,,,24.0,18,True,3.0,['cpp'],3.0,
40,mvsim,MRPT/mvsim,simulators,"Lightweight, dynamical simulator for 2D vehicles and robots.",https://github.com/MRPT/mvsim,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2026-05-07 09:16:24,2026-05-07 09:16:21,1402.0,89.0,58.0,9.0,65.0,4.0,30.0,402.0,2024-05-09 10:28:56,0.9.4,,,8.0,,,9.0,18,True,3.0,['cpp'],,
41,exotica,ipab-slmc/exotica,libraries-frameworks,"A general Optimisation Toolset for Robotics platforms, written in C++ with bindings for Python.",https://github.com/ipab-slmc/exotica,https://github.com/ipab-slmc/exotica,BSD-3-Clause,2015-10-20 13:24:57,2026-02-27 17:03:51,2024-05-27 00:27:27,3506.0,,69.0,44.0,501.0,57.0,200.0,163.0,2020-02-10 19:31:47,5.1.2,,,3.0,,,23.0,18,False,3.0,"['cpp', 'python']",,
42,best-of-robot-simulators,knmcguire/best-of-robot-simulators,other,Best of robot simulators list.,https://github.com/knmcguire/best-of-robot-simulators,https://github.com/knmcguire/best-of-robot-simulators,CC-BY-SA-4.0,2025-04-09 08:06:08,2026-05-07 16:21:49,2026-05-07 16:21:49,202.0,15.0,92.0,17.0,119.0,16.0,122.0,1308.0,2026-04-30 12:14:27,2026.04.29,,,56.0,,,13.0,17,True,1.0,,,
43,videoflow,videoflow/videoflow,libraries-frameworks,Python framework that facilitates the quick development of complex video analysis applications in a multiprocessing..,https://github.com/videoflow/videoflow,https://github.com/videoflow/videoflow,MIT,2019-04-15 19:47:22,2022-01-20 14:23:58,2022-01-20 14:23:58,507.0,,86.0,21.0,79.0,15.0,37.0,1029.0,2020-03-19 13:54:45,0.2.10,2165.0,25.0,15.0,6.0,6.0,16.0,17,False,3.0,"['python', 'mit']",,
44,stmbl,rene-dev/stmbl,motor-control,AC Servo Driver for STM32F4.,https://github.com/rene-dev/stmbl,https://github.com/rene-dev/stmbl,GPL-3.0,2013-12-09 22:03:17,2023-08-23 21:51:51,2022-03-22 11:21:30,2597.0,,423.0,168.0,60.0,17.0,44.0,962.0,2018-12-03 18:12:20,0.9.18,2103.0,16.0,11.0,,,16.0,17,False,1.0,['gpl'],,
45,pyrobosim,sea-bass/pyrobosim,simulators,ROS2 enabled 2D mobile robot simulator for behavior prototyping.,https://github.com/sea-bass/pyrobosim,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2026-05-04 17:54:25,2026-05-04 17:54:23,552.0,6.0,69.0,15.0,306.0,6.0,120.0,379.0,2026-02-28 16:16:06,4.3.4,,,17.0,7.0,7.0,20.0,17,True,3.0,['python'],,
46,turtlebot,turtlebot/turtlebot,open-source-robots,"A popular, low-cost, personal robot kit with open-source software, created at Willow Garage.",https://github.com/turtlebot/turtlebot,https://github.com/turtlebot/turtlebot,BSD-3-Clause,2012-09-24 08:46:38,2023-05-29 12:48:05,2021-03-21 01:33:25,1142.0,,300.0,45.0,104.0,29.0,167.0,332.0,,,,,,,,52.0,17,False,2.0,['ros'],,
47,machine-learning-course,instillai/machine-learning-course,education,Freely available Machine Learning course using Python developed by Machine Learning Mindset.,https://github.com/instillai/machine-learning-course,https://github.com/instillai/machine-learning-course,,2019-02-15 00:23:19,2024-11-27 03:47:57,2024-11-27 03:47:56,362.0,,1203.0,299.0,33.0,1.0,3.0,7045.0,2019-12-19 18:03:50,1.0,,,1.0,20.0,20.0,10.0,16,False,3.0,['python'],,
48,lio-sam,TixiaoShan/LIO-SAM,libraries-frameworks,A real-time lidar-inertial odometry package with very promising results for multi-beam LiDARS.,https://github.com/TixiaoShan/LIO-SAM,https://github.com/TixiaoShan/LIO-SAM,BSD-3-Clause,2020-07-01 03:44:07,2025-02-14 10:05:51,2023-04-17 18:58:27,146.0,,1429.0,69.0,56.0,170.0,348.0,4722.0,,,,,,,,12.0,16,False,3.0,['cpp'],,
49,isaac-sim,isaac-sim/IsaacSim,simulators,"Proprietary simulator from NVIDIA with advanced physics, AI-based features, and GPU-accelerated capabilities.",https://github.com/isaac-sim/IsaacSim,https://github.com/isaac-sim/IsaacSim,,2025-05-28 18:38:18,2026-03-31 00:56:43,2025-11-20 23:21:27,32.0,,420.0,21.0,20.0,58.0,311.0,3157.0,2025-10-21 19:49:18,5.1.0,,,4.0,,,5.0,16,False,3.0,,,
50,jslee02-awesome-robotics-libraries,jslee02/awesome-robotics-libraries,other,Awesome robotics libraries list by jslee02.,https://github.com/jslee02/awesome-robotics-libraries,https://github.com/jslee02/awesome-robotics-libraries,CC0-1.0,2016-04-16 20:44:29,2026-05-07 02:32:38,2026-05-07 02:32:38,387.0,14.0,439.0,115.0,87.0,,12.0,2907.0,,,,,,,,42.0,16,False,1.0,,3.0,
51,linorobot,linorobot/linorobot,open-source-robots,"ROS Compatible ground robots (2WD, 4WD, Ackermann Steering, Mecanum Drive).",https://github.com/linorobot/linorobot,https://github.com/linorobot/linorobot,BSD-2-Clause,2016-02-28 16:56:47,2023-05-10 19:54:23,2022-07-11 00:04:07,217.0,,347.0,59.0,15.0,26.0,43.0,1094.0,2018-11-06 02:51:26,1.4.0,,,9.0,,,5.0,16,False,2.0,['ros'],,
52,quad-sdk,robomechanics/quad-sdk,ros,ROS-based framework for agile quadrupedal locomotion.,https://github.com/robomechanics/quad-sdk,https://github.com/robomechanics/quad-sdk,MIT,2020-08-30 19:19:34,2026-05-07 17:25:22,2024-04-25 19:45:58,150.0,,155.0,22.0,199.0,4.0,245.0,929.0,,,,,,,,12.0,16,False,2.0,"['ros', 'mit']",,
53,so-arm100,TheRobotStudio/SO-ARM100,open-source-robots,Open Source 3D printable low-cost robot arm for accessible end-to-end learning.,https://github.com/TheRobotStudio/SO-ARM100,https://github.com/TheRobotStudio/SO-ARM100,Apache-2.0,2024-05-10 22:07:52,2026-02-26 14:29:08,2026-02-26 14:29:08,220.0,2.0,554.0,86.0,77.0,59.0,23.0,6224.0,,,,,1.0,,,33.0,15,True,2.0,['apache'],-2.0,
54,awesome-llm-robotics,GT-RIPL/Awesome-LLM-Robotics,other,Awesome LLM robotics list.,https://github.com/GT-RIPL/Awesome-LLM-Robotics,https://github.com/GT-RIPL/Awesome-LLM-Robotics,BSD-3-Clause,2022-08-12 14:35:01,2026-04-09 12:45:04,2026-04-09 12:45:03,231.0,2.0,323.0,106.0,95.0,7.0,10.0,4365.0,,,,,,,,70.0,15,True,2.0,,-2.0,
55,stanford-doggo,Nate711/StanfordDoggoProject,open-source-robots,Stanford Doggo is a highly agile robot designed to provide an accessible platform for legged robot research.,https://github.com/Nate711/StanfordDoggoProject,https://github.com/Nate711/StanfordDoggoProject,MIT,2018-09-13 04:43:31,2024-07-08 02:08:11,2024-07-08 02:08:11,35.0,,732.0,187.0,2.0,11.0,44.0,2516.0,2019-05-25 04:58:25,1.0,,,1.0,,,3.0,15,False,2.0,['mit'],,
56,flightmare,uzh-rpg/flightmare,simulators,An Open Flexible Quadrotor Simulator.,https://github.com/uzh-rpg/flightmare,https://github.com/uzh-rpg/flightmare,,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,384.0,34.0,37.0,117.0,62.0,1353.0,2020-12-01 16:59:05,0.0.5,6635.0,96.0,5.0,,,7.0,15,False,3.0,['mit'],,
57,poppy-humanoid,poppy-project/poppy-humanoid,open-source-robots,An open-source and 3D printed humanoid robot.,https://github.com/poppy-project/poppy-humanoid,https://github.com/poppy-project/poppy-humanoid,,2015-01-09 10:23:33,2021-12-06 18:19:35,2021-12-06 18:19:35,275.0,,265.0,146.0,24.0,5.0,14.0,895.0,2020-11-03 20:20:31,3.0.0,41380.0,308.0,5.0,,,11.0,15,False,2.0,,,
58,web-video-server,RobotWebTools/web_video_server,ros,HTTP Streaming of ROS Image Topics in Multiple Formats.,https://github.com/RobotWebTools/web_video_server,https://github.com/RobotWebTools/web_video_server,BSD-3-Clause,2014-10-20 18:20:51,2026-05-07 12:31:29,2026-05-07 12:30:45,118.0,4.0,195.0,27.0,111.0,19.0,71.0,378.0,,,,,,,,29.0,15,True,2.0,['ros'],,
59,open-duck-mini,apirrone/Open_Duck_Mini,open-source-robots,A miniaturized version of Disneys BDX droid.,https://github.com/apirrone/Open_Duck_Mini,https://github.com/apirrone/Open_Duck_Mini,Apache-2.0,2024-05-16 14:03:25,2026-01-31 10:28:29,2026-01-31 10:28:29,316.0,,337.0,60.0,12.0,17.0,17.0,2662.0,,,,,,,,6.0,14,True,3.0,['apache'],,
60,awesome-ros2,fkromer/awesome-ros2,other,Awesome ROS 2 list.,https://github.com/fkromer/awesome-ros2,https://github.com/fkromer/awesome-ros2,,2017-10-02 08:50:00,2023-08-18 07:40:50,2023-08-18 07:40:50,328.0,,322.0,82.0,47.0,,,2092.0,,,,,,8.0,8.0,44.0,14,False,2.0,,,
61,ros-robotics-companies,vmayoral/ros-robotics-companies,other,A list of companies using ROS 1 or ROS 2.,https://github.com/vmayoral/ros-robotics-companies,https://github.com/vmayoral/ros-robotics-companies,,2022-05-19 08:24:38,2026-04-19 08:53:35,2026-04-19 08:53:35,747.0,5.0,226.0,58.0,100.0,1.0,11.0,1852.0,,,,,,,,78.0,14,False,2.0,,,
